DateId,Date,Day,DayName,DayOfWeek,WeekOfYear,Month,MonthName,Quarter,Year,IsWeekend,FinancialYear
20231015,2023-10-15,15,Sunday,7,41,10,October,Q4,2023,Yes,FY2023-24
20231016,2023-10-16,16,Monday,1,42,10,October,Q4,2023,No,FY2023-24
20231017,2023-10-17,17,Tuesday,2,42,10,October,Q4,2023,No,FY2023-24
20231018,2023-10-18,18,Wednesday,3,42,10,October,Q4,2023,No,FY2023-24
20231019,2023-10-19,19,Thursday,4,42,10,October,Q4,2023,No,FY2023-24
20231020,2023-10-20,20,Friday,5,42,10,October,Q4,2023,No,FY2023-24
20231021,2023-10-21,21,Saturday,6,42,10,October,Q4,2023,Yes,FY2023-24
20231022,2023-10-22,22,Sunday,7,42,10,October,Q4,2023,Yes,FY2023-24
20231023,2023-10-23,23,Monday,1,43,10,October,Q4,2023,No,FY2023-24
20231024,2023-10-24,24,Tuesday,2,43,10,October,Q4,2023,No,FY2023-24
20231025,2023-10-25,25,Wednesday,3,43,10,October,Q4,2023,No,FY2023-24
20231026,2023-10-26,26,Thursday,4,43,10,October,Q4,2023,No,FY2023-24
20231027,2023-10-27,27,Friday,5,43,10,October,Q4,2023,No,FY2023-24
20231028,2023-10-28,28,Saturday,6,43,10,October,Q4,2023,Yes,FY2023-24
20231029,2023-10-29,29,Sunday,7,43,10,October,Q4,2023,Yes,FY2023-24
20231030,2023-10-30,30,Monday,1,44,10,October,Q4,2023,No,FY2023-24
20231031,2023-10-31,31,Tuesday,2,44,10,October,Q4,2023,No,FY2023-24
20231101,2023-11-01,1,Wednesday,3,44,11,November,Q4,2023,No,FY2023-24
20231102,2023-11-02,2,Thursday,4,44,11,November,Q4,2023,No,FY2023-24
20231103,2023-11-03,3,Friday,5,44,11,November,Q4,2023,No,FY2023-24
20231104,2023-11-04,4,Saturday,6,44,11,November,Q4,2023,Yes,FY2023-24
20231105,2023-11-05,5,Sunday,7,44,11,November,Q4,2023,Yes,FY2023-24
20231106,2023-11-06,6,Monday,1,45,11,November,Q4,2023,No,FY2023-24
20231107,2023-11-07,7,Tuesday,2,45,11,November,Q4,2023,No,FY2023-24
20231108,2023-11-08,8,Wednesday,3,45,11,November,Q4,2023,No,FY2023-24
20231109,2023-11-09,9,Thursday,4,45,11,November,Q4,2023,No,FY2023-24
20231110,2023-11-10,10,Friday,5,45,11,November,Q4,2023,No,FY2023-24
20231111,2023-11-11,11,Saturday,6,45,11,November,Q4,2023,Yes,FY2023-24
20231112,2023-11-12,12,Sunday,7,45,11,November,Q4,2023,Yes,FY2023-24
20231113,2023-11-13,13,Monday,1,46,11,November,Q4,2023,No,FY2023-24
20231114,2023-11-14,14,Tuesday,2,46,11,November,Q4,2023,No,FY2023-24
20231115,2023-11-15,15,Wednesday,3,46,11,November,Q4,2023,No,FY2023-24
20231116,2023-11-16,16,Thursday,4,46,11,November,Q4,2023,No,FY2023-24
20231117,2023-11-17,17,Friday,5,46,11,November,Q4,2023,No,FY2023-24
20231118,2023-11-18,18,Saturday,6,46,11,November,Q4,2023,Yes,FY2023-24
20231119,2023-11-19,19,Sunday,7,46,11,November,Q4,2023,Yes,FY2023-24
20231120,2023-11-20,20,Monday,1,47,11,November,Q4,2023,No,FY2023-24
20231121,2023-11-21,21,Tuesday,2,47,11,November,Q4,2023,No,FY2023-24
20231122,2023-11-22,22,Wednesday,3,47,11,November,Q4,2023,No,FY2023-24
20231123,2023-11-23,23,Thursday,4,47,11,November,Q4,2023,No,FY2023-24
20231124,2023-11-24,24,Friday,5,47,11,November,Q4,2023,No,FY2023-24
20231125,2023-11-25,25,Saturday,6,47,11,November,Q4,2023,Yes,FY2023-24
20231126,2023-11-26,26,Sunday,7,47,11,November,Q4,2023,Yes,FY2023-24
20231127,2023-11-27,27,Monday,1,48,11,November,Q4,2023,No,FY2023-24
20231128,2023-11-28,28,Tuesday,2,48,11,November,Q4,2023,No,FY2023-24
20231129,2023-11-29,29,Wednesday,3,48,11,November,Q4,2023,No,FY2023-24
20231130,2023-11-30,30,Thursday,4,48,11,November,Q4,2023,No,FY2023-24
20231201,2023-12-01,1,Friday,5,48,12,December,Q4,2023,No,FY2023-24
20231202,2023-12-02,2,Saturday,6,48,12,December,Q4,2023,Yes,FY2023-24
20231203,2023-12-03,3,Sunday,7,48,12,December,Q4,2023,Yes,FY2023-24
20231204,2023-12-04,4,Monday,1,49,12,December,Q4,2023,No,FY2023-24
20231205,2023-12-05,5,Tuesday,2,49,12,December,Q4,2023,No,FY2023-24
20231206,2023-12-06,6,Wednesday,3,49,12,December,Q4,2023,No,FY2023-24
20231207,2023-12-07,7,Thursday,4,49,12,December,Q4,2023,No,FY2023-24
20231208,2023-12-08,8,Friday,5,49,12,December,Q4,2023,No,FY2023-24
20231209,2023-12-09,9,Saturday,6,49,12,December,Q4,2023,Yes,FY2023-24
20231210,2023-12-10,10,Sunday,7,49,12,December,Q4,2023,Yes,FY2023-24
20231211,2023-12-11,11,Monday,1,50,12,December,Q4,2023,No,FY2023-24
20231212,2023-12-12,12,Tuesday,2,50,12,December,Q4,2023,No,FY2023-24
20231213,2023-12-13,13,Wednesday,3,50,12,December,Q4,2023,No,FY2023-24
20231214,2023-12-14,14,Thursday,4,50,12,December,Q4,2023,No,FY2023-24
20231215,2023-12-15,15,Friday,5,50,12,December,Q4,2023,No,FY2023-24
20231216,2023-12-16,16,Saturday,6,50,12,December,Q4,2023,Yes,FY2023-24
20231217,2023-12-17,17,Sunday,7,50,12,December,Q4,2023,Yes,FY2023-24
20231218,2023-12-18,18,Monday,1,51,12,December,Q4,2023,No,FY2023-24
20231219,2023-12-19,19,Tuesday,2,51,12,December,Q4,2023,No,FY2023-24
20231220,2023-12-20,20,Wednesday,3,51,12,December,Q4,2023,No,FY2023-24
20231221,2023-12-21,21,Thursday,4,51,12,December,Q4,2023,No,FY2023-24
20231222,2023-12-22,22,Friday,5,51,12,December,Q4,2023,No,FY2023-24
20231223,2023-12-23,23,Saturday,6,51,12,December,Q4,2023,Yes,FY2023-24
20231224,2023-12-24,24,Sunday,7,51,12,December,Q4,2023,Yes,FY2023-24
20231225,2023-12-25,25,Monday,1,52,12,December,Q4,2023,No,FY2023-24
20231226,2023-12-26,26,Tuesday,2,52,12,December,Q4,2023,No,FY2023-24
20231227,2023-12-27,27,Wednesday,3,52,12,December,Q4,2023,No,FY2023-24
20231228,2023-12-28,28,Thursday,4,52,12,December,Q4,2023,No,FY2023-24
20231229,2023-12-29,29,Friday,5,52,12,December,Q4,2023,No,FY2023-24
20231230,2023-12-30,30,Saturday,6,52,12,December,Q4,2023,Yes,FY2023-24
20231231,2023-12-31,31,Sunday,7,52,12,December,Q4,2023,Yes,FY2023-24
20240101,2024-01-01,1,Monday,1,1,1,January,Q1,2024,No,FY2023-24
20240102,2024-01-02,2,Tuesday,2,1,1,January,Q1,2024,No,FY2023-24
20240103,2024-01-03,3,Wednesday,3,1,1,January,Q1,2024,No,FY2023-24
20240104,2024-01-04,4,Thursday,4,1,1,January,Q1,2024,No,FY2023-24
20240105,2024-01-05,5,Friday,5,1,1,January,Q1,2024,No,FY2023-24
20240106,2024-01-06,6,Saturday,6,1,1,January,Q1,2024,Yes,FY2023-24
20240107,2024-01-07,7,Sunday,7,1,1,January,Q1,2024,Yes,FY2023-24
20240108,2024-01-08,8,Monday,1,2,1,January,Q1,2024,No,FY2023-24
20240109,2024-01-09,9,Tuesday,2,2,1,January,Q1,2024,No,FY2023-24
20240110,2024-01-10,10,Wednesday,3,2,1,January,Q1,2024,No,FY2023-24
20240111,2024-01-11,11,Thursday,4,2,1,January,Q1,2024,No,FY2023-24
20240112,2024-01-12,12,Friday,5,2,1,January,Q1,2024,No,FY2023-24
20240113,2024-01-13,13,Saturday,6,2,1,January,Q1,2024,Yes,FY2023-24
20240114,2024-01-14,14,Sunday,7,2,1,January,Q1,2024,Yes,FY2023-24
20240115,2024-01-15,15,Monday,1,3,1,January,Q1,2024,No,FY2023-24
20240116,2024-01-16,16,Tuesday,2,3,1,January,Q1,2024,No,FY2023-24
20240117,2024-01-17,17,Wednesday,3,3,1,January,Q1,2024,No,FY2023-24
20240118,2024-01-18,18,Thursday,4,3,1,January,Q1,2024,No,FY2023-24
20240119,2024-01-19,19,Friday,5,3,1,January,Q1,2024,No,FY2023-24
20240120,2024-01-20,20,Saturday,6,3,1,January,Q1,2024,Yes,FY2023-24
20240121,2024-01-21,21,Sunday,7,3,1,January,Q1,2024,Yes,FY2023-24
20240122,2024-01-22,22,Monday,1,4,1,January,Q1,2024,No,FY2023-24
20240123,2024-01-23,23,Tuesday,2,4,1,January,Q1,2024,No,FY2023-24
20240124,2024-01-24,24,Wednesday,3,4,1,January,Q1,2024,No,FY2023-24
20240125,2024-01-25,25,Thursday,4,4,1,January,Q1,2024,No,FY2023-24
20240126,2024-01-26,26,Friday,5,4,1,January,Q1,2024,No,FY2023-24
20240127,2024-01-27,27,Saturday,6,4,1,January,Q1,2024,Yes,FY2023-24
20240128,2024-01-28,28,Sunday,7,4,1,January,Q1,2024,Yes,FY2023-24
20240129,2024-01-29,29,Monday,1,5,1,January,Q1,2024,No,FY2023-24
20240130,2024-01-30,30,Tuesday,2,5,1,January,Q1,2024,No,FY2023-24
20240131,2024-01-31,31,Wednesday,3,5,1,January,Q1,2024,No,FY2023-24
20240201,2024-02-01,1,Thursday,4,5,2,February,Q1,2024,No,FY2023-24
20240202,2024-02-02,2,Friday,5,5,2,February,Q1,2024,No,FY2023-24
20240203,2024-02-03,3,Saturday,6,5,2,February,Q1,2024,Yes,FY2023-24
20240204,2024-02-04,4,Sunday,7,5,2,February,Q1,2024,Yes,FY2023-24
20240205,2024-02-05,5,Monday,1,6,2,February,Q1,2024,No,FY2023-24
20240206,2024-02-06,6,Tuesday,2,6,2,February,Q1,2024,No,FY2023-24
20240207,2024-02-07,7,Wednesday,3,6,2,February,Q1,2024,No,FY2023-24
20240208,2024-02-08,8,Thursday,4,6,2,February,Q1,2024,No,FY2023-24
20240209,2024-02-09,9,Friday,5,6,2,February,Q1,2024,No,FY2023-24
20240210,2024-02-10,10,Saturday,6,6,2,February,Q1,2024,Yes,FY2023-24
20240211,2024-02-11,11,Sunday,7,6,2,February,Q1,2024,Yes,FY2023-24
20240212,2024-02-12,12,Monday,1,7,2,February,Q1,2024,No,FY2023-24
20240213,2024-02-13,13,Tuesday,2,7,2,February,Q1,2024,No,FY2023-24
20240214,2024-02-14,14,Wednesday,3,7,2,February,Q1,2024,No,FY2023-24
20240215,2024-02-15,15,Thursday,4,7,2,February,Q1,2024,No,FY2023-24
20240216,2024-02-16,16,Friday,5,7,2,February,Q1,2024,No,FY2023-24
20240217,2024-02-17,17,Saturday,6,7,2,February,Q1,2024,Yes,FY2023-24
20240218,2024-02-18,18,Sunday,7,7,2,February,Q1,2024,Yes,FY2023-24
20240219,2024-02-19,19,Monday,1,8,2,February,Q1,2024,No,FY2023-24
20240220,2024-02-20,20,Tuesday,2,8,2,February,Q1,2024,No,FY2023-24
20240221,2024-02-21,21,Wednesday,3,8,2,February,Q1,2024,No,FY2023-24
20240222,2024-02-22,22,Thursday,4,8,2,February,Q1,2024,No,FY2023-24
20240223,2024-02-23,23,Friday,5,8,2,February,Q1,2024,No,FY2023-24
20240224,2024-02-24,24,Saturday,6,8,2,February,Q1,2024,Yes,FY2023-24
20240225,2024-02-25,25,Sunday,7,8,2,February,Q1,2024,Yes,FY2023-24
20240226,2024-02-26,26,Monday,1,9,2,February,Q1,2024,No,FY2023-24
20240227,2024-02-27,27,Tuesday,2,9,2,February,Q1,2024,No,FY2023-24
20240228,2024-02-28,28,Wednesday,3,9,2,February,Q1,2024,No,FY2023-24
20240229,2024-02-29,29,Thursday,4,9,2,February,Q1,2024,No,FY2023-24
20240301,2024-03-01,1,Friday,5,9,3,March,Q1,2024,No,FY2023-24
20240302,2024-03-02,2,Saturday,6,9,3,March,Q1,2024,Yes,FY2023-24
20240303,2024-03-03,3,Sunday,7,9,3,March,Q1,2024,Yes,FY2023-24
20240304,2024-03-04,4,Monday,1,10,3,March,Q1,2024,No,FY2023-24
20240305,2024-03-05,5,Tuesday,2,10,3,March,Q1,2024,No,FY2023-24
20240306,2024-03-06,6,Wednesday,3,10,3,March,Q1,2024,No,FY2023-24
20240307,2024-03-07,7,Thursday,4,10,3,March,Q1,2024,No,FY2023-24
20240308,2024-03-08,8,Friday,5,10,3,March,Q1,2024,No,FY2023-24
20240309,2024-03-09,9,Saturday,6,10,3,March,Q1,2024,Yes,FY2023-24
20240310,2024-03-10,10,Sunday,7,10,3,March,Q1,2024,Yes,FY2023-24
20240311,2024-03-11,11,Monday,1,11,3,March,Q1,2024,No,FY2023-24
20240312,2024-03-12,12,Tuesday,2,11,3,March,Q1,2024,No,FY2023-24
20240313,2024-03-13,13,Wednesday,3,11,3,March,Q1,2024,No,FY2023-24
20240314,2024-03-14,14,Thursday,4,11,3,March,Q1,2024,No,FY2023-24
20240315,2024-03-15,15,Friday,5,11,3,March,Q1,2024,No,FY2023-24
20240316,2024-03-16,16,Saturday,6,11,3,March,Q1,2024,Yes,FY2023-24
20240317,2024-03-17,17,Sunday,7,11,3,March,Q1,2024,Yes,FY2023-24
20240318,2024-03-18,18,Monday,1,12,3,March,Q1,2024,No,FY2023-24
20240319,2024-03-19,19,Tuesday,2,12,3,March,Q1,2024,No,FY2023-24
20240320,2024-03-20,20,Wednesday,3,12,3,March,Q1,2024,No,FY2023-24
20240321,2024-03-21,21,Thursday,4,12,3,March,Q1,2024,No,FY2023-24
20240322,2024-03-22,22,Friday,5,12,3,March,Q1,2024,No,FY2023-24
20240323,2024-03-23,23,Saturday,6,12,3,March,Q1,2024,Yes,FY2023-24
20240324,2024-03-24,24,Sunday,7,12,3,March,Q1,2024,Yes,FY2023-24
20240325,2024-03-25,25,Monday,1,13,3,March,Q1,2024,No,FY2023-24
20240326,2024-03-26,26,Tuesday,2,13,3,March,Q1,2024,No,FY2023-24
20240327,2024-03-27,27,Wednesday,3,13,3,March,Q1,2024,No,FY2023-24
20240328,2024-03-28,28,Thursday,4,13,3,March,Q1,2024,No,FY2023-24
20240329,2024-03-29,29,Friday,5,13,3,March,Q1,2024,No,FY2023-24
20240330,2024-03-30,30,Saturday,6,13,3,March,Q1,2024,Yes,FY2023-24
20240331,2024-03-31,31,Sunday,7,13,3,March,Q1,2024,Yes,FY2023-24
20240401,2024-04-01,1,Monday,1,14,4,April,Q2,2024,No,FY2024-25
20240402,2024-04-02,2,Tuesday,2,14,4,April,Q2,2024,No,FY2024-25
20240403,2024-04-03,3,Wednesday,3,14,4,April,Q2,2024,No,FY2024-25
20240404,2024-04-04,4,Thursday,4,14,4,April,Q2,2024,No,FY2024-25
20240405,2024-04-05,5,Friday,5,14,4,April,Q2,2024,No,FY2024-25
20240406,2024-04-06,6,Saturday,6,14,4,April,Q2,2024,Yes,FY2024-25
20240407,2024-04-07,7,Sunday,7,14,4,April,Q2,2024,Yes,FY2024-25
20240408,2024-04-08,8,Monday,1,15,4,April,Q2,2024,No,FY2024-25
20240409,2024-04-09,9,Tuesday,2,15,4,April,Q2,2024,No,FY2024-25
20240410,2024-04-10,10,Wednesday,3,15,4,April,Q2,2024,No,FY2024-25
20240411,2024-04-11,11,Thursday,4,15,4,April,Q2,2024,No,FY2024-25
20240412,2024-04-12,12,Friday,5,15,4,April,Q2,2024,No,FY2024-25
20240413,2024-04-13,13,Saturday,6,15,4,April,Q2,2024,Yes,FY2024-25
20240414,2024-04-14,14,Sunday,7,15,4,April,Q2,2024,Yes,FY2024-25
20240415,2024-04-15,15,Monday,1,16,4,April,Q2,2024,No,FY2024-25
20240416,2024-04-16,16,Tuesday,2,16,4,April,Q2,2024,No,FY2024-25
20240417,2024-04-17,17,Wednesday,3,16,4,April,Q2,2024,No,FY2024-25
20240418,2024-04-18,18,Thursday,4,16,4,April,Q2,2024,No,FY2024-25
20240419,2024-04-19,19,Friday,5,16,4,April,Q2,2024,No,FY2024-25
20240420,2024-04-20,20,Saturday,6,16,4,April,Q2,2024,Yes,FY2024-25
20240421,2024-04-21,21,Sunday,7,16,4,April,Q2,2024,Yes,FY2024-25
20240422,2024-04-22,22,Monday,1,17,4,April,Q2,2024,No,FY2024-25
20240423,2024-04-23,23,Tuesday,2,17,4,April,Q2,2024,No,FY2024-25
20240424,2024-04-24,24,Wednesday,3,17,4,April,Q2,2024,No,FY2024-25
20240425,2024-04-25,25,Thursday,4,17,4,April,Q2,2024,No,FY2024-25
20240426,2024-04-26,26,Friday,5,17,4,April,Q2,2024,No,FY2024-25
20240427,2024-04-27,27,Saturday,6,17,4,April,Q2,2024,Yes,FY2024-25
20240428,2024-04-28,28,Sunday,7,17,4,April,Q2,2024,Yes,FY2024-25
20240429,2024-04-29,29,Monday,1,18,4,April,Q2,2024,No,FY2024-25
20240430,2024-04-30,30,Tuesday,2,18,4,April,Q2,2024,No,FY2024-25
20240501,2024-05-01,1,Wednesday,3,18,5,May,Q2,2024,No,FY2024-25
20240502,2024-05-02,2,Thursday,4,18,5,May,Q2,2024,No,FY2024-25
20240503,2024-05-03,3,Friday,5,18,5,May,Q2,2024,No,FY2024-25
20240504,2024-05-04,4,Saturday,6,18,5,May,Q2,2024,Yes,FY2024-25
20240505,2024-05-05,5,Sunday,7,18,5,May,Q2,2024,Yes,FY2024-25
20240506,2024-05-06,6,Monday,1,19,5,May,Q2,2024,No,FY2024-25
20240507,2024-05-07,7,Tuesday,2,19,5,May,Q2,2024,No,FY2024-25
20240508,2024-05-08,8,Wednesday,3,19,5,May,Q2,2024,No,FY2024-25
20240509,2024-05-09,9,Thursday,4,19,5,May,Q2,2024,No,FY2024-25
20240510,2024-05-10,10,Friday,5,19,5,May,Q2,2024,No,FY2024-25
20240511,2024-05-11,11,Saturday,6,19,5,May,Q2,2024,Yes,FY2024-25
20240512,2024-05-12,12,Sunday,7,19,5,May,Q2,2024,Yes,FY2024-25
20240513,2024-05-13,13,Monday,1,20,5,May,Q2,2024,No,FY2024-25
20240514,2024-05-14,14,Tuesday,2,20,5,May,Q2,2024,No,FY2024-25
20240515,2024-05-15,15,Wednesday,3,20,5,May,Q2,2024,No,FY2024-25
20240516,2024-05-16,16,Thursday,4,20,5,May,Q2,2024,No,FY2024-25
20240517,2024-05-17,17,Friday,5,20,5,May,Q2,2024,No,FY2024-25
20240518,2024-05-18,18,Saturday,6,20,5,May,Q2,2024,Yes,FY2024-25
20240519,2024-05-19,19,Sunday,7,20,5,May,Q2,2024,Yes,FY2024-25
20240520,2024-05-20,20,Monday,1,21,5,May,Q2,2024,No,FY2024-25
20240521,2024-05-21,21,Tuesday,2,21,5,May,Q2,2024,No,FY2024-25
20240522,2024-05-22,22,Wednesday,3,21,5,May,Q2,2024,No,FY2024-25
20240523,2024-05-23,23,Thursday,4,21,5,May,Q2,2024,No,FY2024-25
20240524,2024-05-24,24,Friday,5,21,5,May,Q2,2024,No,FY2024-25
20240525,2024-05-25,25,Saturday,6,21,5,May,Q2,2024,Yes,FY2024-25
20240526,2024-05-26,26,Sunday,7,21,5,May,Q2,2024,Yes,FY2024-25
20240527,2024-05-27,27,Monday,1,22,5,May,Q2,2024,No,FY2024-25
20240528,2024-05-28,28,Tuesday,2,22,5,May,Q2,2024,No,FY2024-25
20240529,2024-05-29,29,Wednesday,3,22,5,May,Q2,2024,No,FY2024-25
20240530,2024-05-30,30,Thursday,4,22,5,May,Q2,2024,No,FY2024-25
20240531,2024-05-31,31,Friday,5,22,5,May,Q2,2024,No,FY2024-25
20240601,2024-06-01,1,Saturday,6,22,6,June,Q2,2024,Yes,FY2024-25
20240602,2024-06-02,2,Sunday,7,22,6,June,Q2,2024,Yes,FY2024-25
20240603,2024-06-03,3,Monday,1,23,6,June,Q2,2024,No,FY2024-25
20240604,2024-06-04,4,Tuesday,2,23,6,June,Q2,2024,No,FY2024-25
20240605,2024-06-05,5,Wednesday,3,23,6,June,Q2,2024,No,FY2024-25
20240606,2024-06-06,6,Thursday,4,23,6,June,Q2,2024,No,FY2024-25
20240607,2024-06-07,7,Friday,5,23,6,June,Q2,2024,No,FY2024-25
20240608,2024-06-08,8,Saturday,6,23,6,June,Q2,2024,Yes,FY2024-25
20240609,2024-06-09,9,Sunday,7,23,6,June,Q2,2024,Yes,FY2024-25
20240610,2024-06-10,10,Monday,1,24,6,June,Q2,2024,No,FY2024-25
20240611,2024-06-11,11,Tuesday,2,24,6,June,Q2,2024,No,FY2024-25
20240612,2024-06-12,12,Wednesday,3,24,6,June,Q2,2024,No,FY2024-25
20240613,2024-06-13,13,Thursday,4,24,6,June,Q2,2024,No,FY2024-25
20240614,2024-06-14,14,Friday,5,24,6,June,Q2,2024,No,FY2024-25
20240615,2024-06-15,15,Saturday,6,24,6,June,Q2,2024,Yes,FY2024-25
20240616,2024-06-16,16,Sunday,7,24,6,June,Q2,2024,Yes,FY2024-25
20240617,2024-06-17,17,Monday,1,25,6,June,Q2,2024,No,FY2024-25
20240618,2024-06-18,18,Tuesday,2,25,6,June,Q2,2024,No,FY2024-25
20240619,2024-06-19,19,Wednesday,3,25,6,June,Q2,2024,No,FY2024-25
20240620,2024-06-20,20,Thursday,4,25,6,June,Q2,2024,No,FY2024-25
20240621,2024-06-21,21,Friday,5,25,6,June,Q2,2024,No,FY2024-25
20240622,2024-06-22,22,Saturday,6,25,6,June,Q2,2024,Yes,FY2024-25
20240623,2024-06-23,23,Sunday,7,25,6,June,Q2,2024,Yes,FY2024-25
20240624,2024-06-24,24,Monday,1,26,6,June,Q2,2024,No,FY2024-25
20240625,2024-06-25,25,Tuesday,2,26,6,June,Q2,2024,No,FY2024-25
20240626,2024-06-26,26,Wednesday,3,26,6,June,Q2,2024,No,FY2024-25
20240627,2024-06-27,27,Thursday,4,26,6,June,Q2,2024,No,FY2024-25
20240628,2024-06-28,28,Friday,5,26,6,June,Q2,2024,No,FY2024-25
20240629,2024-06-29,29,Saturday,6,26,6,June,Q2,2024,Yes,FY2024-25
20240630,2024-06-30,30,Sunday,7,26,6,June,Q2,2024,Yes,FY2024-25
20240701,2024-07-01,1,Monday,1,27,7,July,Q3,2024,No,FY2024-25
20240702,2024-07-02,2,Tuesday,2,27,7,July,Q3,2024,No,FY2024-25
20240703,2024-07-03,3,Wednesday,3,27,7,July,Q3,2024,No,FY2024-25
20240704,2024-07-04,4,Thursday,4,27,7,July,Q3,2024,No,FY2024-25
20240705,2024-07-05,5,Friday,5,27,7,July,Q3,2024,No,FY2024-25
20240706,2024-07-06,6,Saturday,6,27,7,July,Q3,2024,Yes,FY2024-25
20240707,2024-07-07,7,Sunday,7,27,7,July,Q3,2024,Yes,FY2024-25
20240708,2024-07-08,8,Monday,1,28,7,July,Q3,2024,No,FY2024-25
20240709,2024-07-09,9,Tuesday,2,28,7,July,Q3,2024,No,FY2024-25
20240710,2024-07-10,10,Wednesday,3,28,7,July,Q3,2024,No,FY2024-25
20240711,2024-07-11,11,Thursday,4,28,7,July,Q3,2024,No,FY2024-25
20240712,2024-07-12,12,Friday,5,28,7,July,Q3,2024,No,FY2024-25
20240713,2024-07-13,13,Saturday,6,28,7,July,Q3,2024,Yes,FY2024-25
20240714,2024-07-14,14,Sunday,7,28,7,July,Q3,2024,Yes,FY2024-25
20240715,2024-07-15,15,Monday,1,29,7,July,Q3,2024,No,FY2024-25
20240716,2024-07-16,16,Tuesday,2,29,7,July,Q3,2024,No,FY2024-25
20240717,2024-07-17,17,Wednesday,3,29,7,July,Q3,2024,No,FY2024-25
20240718,2024-07-18,18,Thursday,4,29,7,July,Q3,2024,No,FY2024-25
20240719,2024-07-19,19,Friday,5,29,7,July,Q3,2024,No,FY2024-25
20240720,2024-07-20,20,Saturday,6,29,7,July,Q3,2024,Yes,FY2024-25
20240721,2024-07-21,21,Sunday,7,29,7,July,Q3,2024,Yes,FY2024-25
20240722,2024-07-22,22,Monday,1,30,7,July,Q3,2024,No,FY2024-25
20240723,2024-07-23,23,Tuesday,2,30,7,July,Q3,2024,No,FY2024-25
20240724,2024-07-24,24,Wednesday,3,30,7,July,Q3,2024,No,FY2024-25
20240725,2024-07-25,25,Thursday,4,30,7,July,Q3,2024,No,FY2024-25
20240726,2024-07-26,26,Friday,5,30,7,July,Q3,2024,No,FY2024-25
20240727,2024-07-27,27,Saturday,6,30,7,July,Q3,2024,Yes,FY2024-25
20240728,2024-07-28,28,Sunday,7,30,7,July,Q3,2024,Yes,FY2024-25
20240729,2024-07-29,29,Monday,1,31,7,July,Q3,2024,No,FY2024-25
20240730,2024-07-30,30,Tuesday,2,31,7,July,Q3,2024,No,FY2024-25
20240731,2024-07-31,31,Wednesday,3,31,7,July,Q3,2024,No,FY2024-25
20240801,2024-08-01,1,Thursday,4,31,8,August,Q3,2024,No,FY2024-25
20240802,2024-08-02,2,Friday,5,31,8,August,Q3,2024,No,FY2024-25
20240803,2024-08-03,3,Saturday,6,31,8,August,Q3,2024,Yes,FY2024-25
20240804,2024-08-04,4,Sunday,7,31,8,August,Q3,2024,Yes,FY2024-25
20240805,2024-08-05,5,Monday,1,32,8,August,Q3,2024,No,FY2024-25
20240806,2024-08-06,6,Tuesday,2,32,8,August,Q3,2024,No,FY2024-25
20240807,2024-08-07,7,Wednesday,3,32,8,August,Q3,2024,No,FY2024-25
20240808,2024-08-08,8,Thursday,4,32,8,August,Q3,2024,No,FY2024-25
20240809,2024-08-09,9,Friday,5,32,8,August,Q3,2024,No,FY2024-25
20240810,2024-08-10,10,Saturday,6,32,8,August,Q3,2024,Yes,FY2024-25
20240811,2024-08-11,11,Sunday,7,32,8,August,Q3,2024,Yes,FY2024-25
20240812,2024-08-12,12,Monday,1,33,8,August,Q3,2024,No,FY2024-25
20240813,2024-08-13,13,Tuesday,2,33,8,August,Q3,2024,No,FY2024-25
20240814,2024-08-14,14,Wednesday,3,33,8,August,Q3,2024,No,FY2024-25
20240815,2024-08-15,15,Thursday,4,33,8,August,Q3,2024,No,FY2024-25
20240816,2024-08-16,16,Friday,5,33,8,August,Q3,2024,No,FY2024-25
20240817,2024-08-17,17,Saturday,6,33,8,August,Q3,2024,Yes,FY2024-25
20240818,2024-08-18,18,Sunday,7,33,8,August,Q3,2024,Yes,FY2024-25
20240819,2024-08-19,19,Monday,1,34,8,August,Q3,2024,No,FY2024-25
20240820,2024-08-20,20,Tuesday,2,34,8,August,Q3,2024,No,FY2024-25
20240821,2024-08-21,21,Wednesday,3,34,8,August,Q3,2024,No,FY2024-25
20240822,2024-08-22,22,Thursday,4,34,8,August,Q3,2024,No,FY2024-25
20240823,2024-08-23,23,Friday,5,34,8,August,Q3,2024,No,FY2024-25
20240824,2024-08-24,24,Saturday,6,34,8,August,Q3,2024,Yes,FY2024-25
20240825,2024-08-25,25,Sunday,7,34,8,August,Q3,2024,Yes,FY2024-25
20240826,2024-08-26,26,Monday,1,35,8,August,Q3,2024,No,FY2024-25
20240827,2024-08-27,27,Tuesday,2,35,8,August,Q3,2024,No,FY2024-25
20240828,2024-08-28,28,Wednesday,3,35,8,August,Q3,2024,No,FY2024-25
20240829,2024-08-29,29,Thursday,4,35,8,August,Q3,2024,No,FY2024-25
20240830,2024-08-30,30,Friday,5,35,8,August,Q3,2024,No,FY2024-25
20240831,2024-08-31,31,Saturday,6,35,8,August,Q3,2024,Yes,FY2024-25
20240901,2024-09-01,1,Sunday,7,35,9,September,Q3,2024,Yes,FY2024-25
20240902,2024-09-02,2,Monday,1,36,9,September,Q3,2024,No,FY2024-25
20240903,2024-09-03,3,Tuesday,2,36,9,September,Q3,2024,No,FY2024-25
20240904,2024-09-04,4,Wednesday,3,36,9,September,Q3,2024,No,FY2024-25
20240905,2024-09-05,5,Thursday,4,36,9,September,Q3,2024,No,FY2024-25
