ShipmentID,OrderID,DeliveryPartnerID,ShipmentStatusID,ShipmentDate,EstimatedDeliveryDate,ActualDeliveryDate,TrackingNumber
SHP0036517,ORD0036517,4,1,2016-06-11,2016-06-17,2016-06-18,TRK0000036517
SHP0036518,ORD0036518,8,1,2026-01-31,2026-02-05,2026-02-06,TRK0000036518
SHP0036519,ORD0036519,8,1,2019-05-19,2019-05-21,2019-05-22,TRK0000036519
SHP0036520,ORD0036520,10,1,2026-01-27,2026-01-29,2026-01-30,TRK0000036520
SHP0036521,ORD0036521,2,1,2020-06-07,2020-06-10,2020-06-11,TRK0000036521
SHP0036522,ORD0036522,5,1,2019-06-06,2019-06-08,2019-06-08,TRK0000036522
SHP0036523,ORD0036523,10,5,2020-01-17,2020-01-23,,TRK0000036523
SHP0036524,ORD0036524,6,1,2016-10-03,2016-10-06,2016-10-05,TRK0000036524
SHP0036525,ORD0036525,10,1,2016-11-29,2016-12-01,2016-11-30,TRK0000036525
SHP0036526,ORD0036526,4,1,2021-10-20,2021-10-25,2021-10-25,TRK0000036526
SHP0036527,ORD0036527,8,1,2017-05-26,2017-06-01,2017-06-03,TRK0000036527
SHP0036528,ORD0036528,1,1,2015-12-03,2015-12-10,2015-12-11,TRK0000036528
SHP0036529,ORD0036529,10,1,2015-12-16,2015-12-20,2015-12-20,TRK0000036529
SHP0036530,ORD0036530,6,1,2026-07-29,2026-08-03,2026-08-04,TRK0000036530
SHP0036531,ORD0036531,7,1,2017-12-01,2017-12-05,2017-12-06,TRK0000036531
SHP0036532,ORD0036532,5,1,2026-01-25,2026-02-01,2026-01-31,TRK0000036532
SHP0036533,ORD0036533,3,1,2021-12-05,2021-12-08,2021-12-07,TRK0000036533
SHP0036534,ORD0036534,10,1,2023-07-28,2023-07-31,2023-07-30,TRK0000036534
SHP0036535,ORD0036535,2,1,2022-10-04,2022-10-08,2022-10-08,TRK0000036535
SHP0036536,ORD0036536,5,1,2020-08-17,2020-08-24,2020-08-24,TRK0000036536
SHP0036537,ORD0036537,8,2,2026-07-01,2026-07-03,,TRK0000036537
SHP0036538,ORD0036538,1,1,2024-10-29,2024-11-03,2024-11-03,TRK0000036538
SHP0036539,ORD0036539,4,1,2016-07-20,2016-07-23,2016-07-24,TRK0000036539
SHP0036540,ORD0036540,2,1,2021-06-20,2021-06-24,2021-06-26,TRK0000036540
SHP0036541,ORD0036541,5,1,2018-04-07,2018-04-09,2018-04-08,TRK0000036541
SHP0036542,ORD0036542,7,3,2020-06-04,2020-06-09,,TRK0000036542
SHP0036543,ORD0036543,3,1,2020-07-04,2020-07-09,2020-07-11,TRK0000036543
SHP0036544,ORD0036544,8,1,2022-04-06,2022-04-09,2022-04-11,TRK0000036544
SHP0036545,ORD0036545,3,1,2018-02-27,2018-03-01,2018-03-01,TRK0000036545
SHP0036546,ORD0036546,6,1,2022-09-16,2022-09-19,2022-09-20,TRK0000036546
SHP0036547,ORD0036547,9,2,2022-12-06,2022-12-10,,TRK0000036547
SHP0036548,ORD0036548,4,1,2025-10-03,2025-10-09,2025-10-09,TRK0000036548
SHP0036549,ORD0036549,4,1,2017-05-23,2017-05-30,2017-06-01,TRK0000036549
SHP0036550,ORD0036550,9,2,2024-07-08,2024-07-14,,TRK0000036550
SHP0036551,ORD0036551,8,1,2023-10-29,2023-11-02,2023-11-03,TRK0000036551
SHP0036552,ORD0036552,9,1,2017-04-16,2017-04-18,2017-04-20,TRK0000036552
SHP0036553,ORD0036553,9,1,2017-12-22,2017-12-24,2017-12-25,TRK0000036553
SHP0036554,ORD0036554,3,1,2015-09-08,2015-09-14,2015-09-14,TRK0000036554
SHP0036555,ORD0036555,8,1,2024-12-23,2024-12-26,2024-12-25,TRK0000036555
SHP0036556,ORD0036556,5,1,2015-02-15,2015-02-17,2015-02-16,TRK0000036556
SHP0036557,ORD0036557,10,3,2025-08-12,2025-08-18,,TRK0000036557
SHP0036558,ORD0036558,10,1,2024-05-30,2024-06-04,2024-06-06,TRK0000036558
SHP0036559,ORD0036559,4,1,2022-11-06,2022-11-13,2022-11-14,TRK0000036559
SHP0036560,ORD0036560,8,1,2021-09-17,2021-09-19,2021-09-19,TRK0000036560
SHP0036561,ORD0036561,7,1,2026-07-23,2026-07-28,2026-07-28,TRK0000036561
SHP0036562,ORD0036562,8,3,2025-04-21,2025-04-23,,TRK0000036562
SHP0036563,ORD0036563,10,1,2023-10-17,2023-10-19,2023-10-20,TRK0000036563
SHP0036564,ORD0036564,10,1,2017-03-19,2017-03-24,2017-03-25,TRK0000036564
SHP0036565,ORD0036565,7,1,2018-04-11,2018-04-17,2018-04-16,TRK0000036565
SHP0036566,ORD0036566,7,1,2021-02-24,2021-03-02,2021-03-02,TRK0000036566
SHP0036567,ORD0036567,8,1,2017-02-11,2017-02-18,2017-02-20,TRK0000036567
SHP0036568,ORD0036568,6,1,2023-10-02,2023-10-06,2023-10-05,TRK0000036568
SHP0036569,ORD0036569,10,1,2023-12-10,2023-12-15,2023-12-15,TRK0000036569
SHP0036570,ORD0036570,2,1,2020-01-30,2020-02-06,2020-02-05,TRK0000036570
SHP0036571,ORD0036571,9,1,2019-02-24,2019-03-01,2019-03-02,TRK0000036571
SHP0036572,ORD0036572,7,1,2018-07-27,2018-08-02,2018-08-01,TRK0000036572
SHP0036573,ORD0036573,9,1,2024-08-05,2024-08-12,2024-08-11,TRK0000036573
SHP0036574,ORD0036574,4,1,2020-08-14,2020-08-18,2020-08-17,TRK0000036574
SHP0036575,ORD0036575,5,1,2019-10-28,2019-11-04,2019-11-03,TRK0000036575
SHP0036576,ORD0036576,10,1,2026-02-03,2026-02-05,2026-02-05,TRK0000036576
SHP0036577,ORD0036577,10,1,2016-03-22,2016-03-25,2016-03-27,TRK0000036577
SHP0036578,ORD0036578,7,1,2026-01-06,2026-01-10,2026-01-09,TRK0000036578
SHP0036579,ORD0036579,5,1,2022-05-22,2022-05-24,2022-05-26,TRK0000036579
SHP0036580,ORD0036580,10,1,2020-07-31,2020-08-07,2020-08-07,TRK0000036580
SHP0036581,ORD0036581,6,1,2017-02-03,2017-02-05,2017-02-04,TRK0000036581
SHP0036582,ORD0036582,1,1,2017-04-21,2017-04-28,2017-04-28,TRK0000036582
SHP0036583,ORD0036583,1,1,2021-07-22,2021-07-29,2021-07-30,TRK0000036583
SHP0036584,ORD0036584,9,1,2023-11-17,2023-11-24,2023-11-26,TRK0000036584
SHP0036585,ORD0036585,10,1,2023-02-16,2023-02-21,2023-02-20,TRK0000036585
SHP0036586,ORD0036586,1,1,2016-08-29,2016-09-03,2016-09-04,TRK0000036586
SHP0036587,ORD0036587,5,1,2024-12-14,2024-12-21,2024-12-20,TRK0000036587
SHP0036588,ORD0036588,6,1,2023-05-12,2023-05-17,2023-05-19,TRK0000036588
SHP0036589,ORD0036589,9,1,2018-10-27,2018-10-31,2018-10-30,TRK0000036589
SHP0036590,ORD0036590,1,1,2020-12-17,2020-12-23,2020-12-24,TRK0000036590
SHP0036591,ORD0036591,4,1,2017-04-14,2017-04-20,2017-04-22,TRK0000036591
SHP0036592,ORD0036592,10,1,2024-02-08,2024-02-13,2024-02-12,TRK0000036592
SHP0036593,ORD0036593,5,1,2016-09-14,2016-09-18,2016-09-19,TRK0000036593
SHP0036594,ORD0036594,8,1,2024-03-13,2024-03-17,2024-03-16,TRK0000036594
SHP0036595,ORD0036595,8,1,2025-01-04,2025-01-09,2025-01-08,TRK0000036595
SHP0036596,ORD0036596,1,1,2021-12-14,2021-12-16,2021-12-17,TRK0000036596
SHP0036597,ORD0036597,10,1,2021-09-25,2021-10-01,2021-10-02,TRK0000036597
SHP0036598,ORD0036598,5,3,2025-10-31,2025-11-02,,TRK0000036598
SHP0036599,ORD0036599,8,1,2019-11-03,2019-11-07,2019-11-06,TRK0000036599
SHP0036600,ORD0036600,10,1,2021-01-14,2021-01-21,2021-01-20,TRK0000036600
SHP0036601,ORD0036601,10,1,2016-02-25,2016-03-01,2016-03-03,TRK0000036601
SHP0036602,ORD0036602,2,1,2016-06-23,2016-06-29,2016-06-28,TRK0000036602
SHP0036603,ORD0036603,4,3,2018-01-30,2018-02-02,,TRK0000036603
SHP0036604,ORD0036604,3,1,2023-08-24,2023-08-28,2023-08-28,TRK0000036604
SHP0036605,ORD0036605,7,1,2022-12-30,2023-01-01,2023-01-03,TRK0000036605
SHP0036606,ORD0036606,8,3,2021-09-05,2021-09-07,,TRK0000036606
SHP0036607,ORD0036607,4,1,2021-08-29,2021-09-02,2021-09-04,TRK0000036607
SHP0036608,ORD0036608,8,1,2023-11-20,2023-11-23,2023-11-25,TRK0000036608
SHP0036609,ORD0036609,2,1,2022-01-17,2022-01-21,2022-01-23,TRK0000036609
SHP0036610,ORD0036610,2,1,2017-07-11,2017-07-13,2017-07-13,TRK0000036610
SHP0036611,ORD0036611,9,1,2022-08-28,2022-09-01,2022-09-03,TRK0000036611
SHP0036612,ORD0036612,1,1,2016-04-06,2016-04-10,2016-04-12,TRK0000036612
SHP0036613,ORD0036613,2,1,2020-01-31,2020-02-06,2020-02-08,TRK0000036613
SHP0036614,ORD0036614,3,1,2023-07-15,2023-07-17,2023-07-17,TRK0000036614
SHP0036615,ORD0036615,4,2,2018-01-24,2018-01-31,,TRK0000036615
SHP0036616,ORD0036616,7,3,2016-10-10,2016-10-14,,TRK0000036616
SHP0036617,ORD0036617,2,1,2015-12-29,2016-01-02,2016-01-02,TRK0000036617
SHP0036618,ORD0036618,6,1,2021-04-15,2021-04-18,2021-04-18,TRK0000036618
SHP0036619,ORD0036619,8,2,2024-03-17,2024-03-21,,TRK0000036619
SHP0036620,ORD0036620,6,1,2018-02-22,2018-02-28,2018-02-28,TRK0000036620
SHP0036621,ORD0036621,4,1,2026-04-16,2026-04-22,2026-04-21,TRK0000036621
SHP0036622,ORD0036622,9,1,2018-02-10,2018-02-12,2018-02-13,TRK0000036622
SHP0036623,ORD0036623,7,1,2022-05-19,2022-05-25,2022-05-24,TRK0000036623
SHP0036624,ORD0036624,3,1,2025-04-18,2025-04-24,2025-04-24,TRK0000036624
SHP0036625,ORD0036625,7,1,2023-02-16,2023-02-18,2023-02-20,TRK0000036625
SHP0036626,ORD0036626,5,1,2024-12-13,2024-12-20,2024-12-20,TRK0000036626
SHP0036627,ORD0036627,3,1,2019-03-04,2019-03-10,2019-03-10,TRK0000036627
SHP0036628,ORD0036628,6,2,2020-09-18,2020-09-21,,TRK0000036628
SHP0036629,ORD0036629,6,1,2019-07-24,2019-07-28,2019-07-30,TRK0000036629
SHP0036630,ORD0036630,7,2,2024-04-14,2024-04-18,,TRK0000036630
SHP0036631,ORD0036631,4,1,2018-01-17,2018-01-21,2018-01-21,TRK0000036631
SHP0036632,ORD0036632,3,1,2022-09-02,2022-09-07,2022-09-07,TRK0000036632
SHP0036633,ORD0036633,7,1,2022-07-03,2022-07-05,2022-07-05,TRK0000036633
SHP0036634,ORD0036634,8,1,2020-08-06,2020-08-12,2020-08-14,TRK0000036634
SHP0036635,ORD0036635,1,1,2019-10-31,2019-11-06,2019-11-07,TRK0000036635
SHP0036636,ORD0036636,3,2,2022-04-12,2022-04-17,,TRK0000036636
SHP0036637,ORD0036637,1,1,2020-11-24,2020-11-30,2020-12-02,TRK0000036637
SHP0036638,ORD0036638,3,1,2015-10-17,2015-10-21,2015-10-22,TRK0000036638
SHP0036639,ORD0036639,7,1,2023-07-05,2023-07-10,2023-07-09,TRK0000036639
SHP0036640,ORD0036640,8,2,2020-09-05,2020-09-09,,TRK0000036640
SHP0036641,ORD0036641,6,5,2016-02-11,2016-02-13,,TRK0000036641
SHP0036642,ORD0036642,1,1,2016-11-27,2016-12-04,2016-12-04,TRK0000036642
SHP0036643,ORD0036643,6,1,2023-03-02,2023-03-05,2023-03-07,TRK0000036643
SHP0036644,ORD0036644,8,1,2019-04-16,2019-04-21,2019-04-21,TRK0000036644
SHP0036645,ORD0036645,7,3,2016-06-15,2016-06-19,,TRK0000036645
SHP0036646,ORD0036646,3,1,2024-12-01,2024-12-05,2024-12-06,TRK0000036646
SHP0036647,ORD0036647,1,1,2023-02-28,2023-03-03,2023-03-04,TRK0000036647
SHP0036648,ORD0036648,2,2,2016-06-20,2016-06-24,,TRK0000036648
SHP0036649,ORD0036649,2,1,2021-03-20,2021-03-22,2021-03-24,TRK0000036649
SHP0036650,ORD0036650,3,1,2024-02-22,2024-02-24,2024-02-23,TRK0000036650
SHP0036651,ORD0036651,1,1,2024-02-29,2024-03-06,2024-03-06,TRK0000036651
SHP0036652,ORD0036652,6,2,2017-08-03,2017-08-08,,TRK0000036652
SHP0036653,ORD0036653,6,1,2023-09-01,2023-09-05,2023-09-07,TRK0000036653
SHP0036654,ORD0036654,9,1,2015-12-31,2016-01-07,2016-01-06,TRK0000036654
SHP0036655,ORD0036655,10,1,2017-09-06,2017-09-08,2017-09-09,TRK0000036655
SHP0036656,ORD0036656,2,1,2025-05-28,2025-06-04,2025-06-03,TRK0000036656
SHP0036657,ORD0036657,8,1,2016-07-08,2016-07-12,2016-07-14,TRK0000036657
SHP0036658,ORD0036658,4,1,2015-11-25,2015-12-01,2015-12-02,TRK0000036658
SHP0036659,ORD0036659,2,1,2022-11-21,2022-11-26,2022-11-26,TRK0000036659
SHP0036660,ORD0036660,2,1,2020-03-01,2020-03-08,2020-03-10,TRK0000036660
SHP0036661,ORD0036661,2,1,2018-05-28,2018-05-31,2018-05-30,TRK0000036661
SHP0036662,ORD0036662,5,1,2021-10-01,2021-10-03,2021-10-05,TRK0000036662
SHP0036663,ORD0036663,5,1,2025-05-08,2025-05-12,2025-05-12,TRK0000036663
SHP0036664,ORD0036664,4,1,2017-08-28,2017-08-30,2017-09-01,TRK0000036664
SHP0036665,ORD0036665,1,2,2023-05-01,2023-05-05,,TRK0000036665
SHP0036666,ORD0036666,6,1,2025-04-23,2025-04-25,2025-04-24,TRK0000036666
SHP0036667,ORD0036667,6,1,2026-05-05,2026-05-12,2026-05-14,TRK0000036667
SHP0036668,ORD0036668,5,1,2023-02-01,2023-02-05,2023-02-07,TRK0000036668
SHP0036669,ORD0036669,3,1,2025-03-04,2025-03-06,2025-03-06,TRK0000036669
SHP0036670,ORD0036670,9,1,2020-11-16,2020-11-18,2020-11-17,TRK0000036670
SHP0036671,ORD0036671,6,2,2021-03-09,2021-03-14,,TRK0000036671
SHP0036672,ORD0036672,8,1,2015-12-27,2015-12-31,2015-12-31,TRK0000036672
SHP0036673,ORD0036673,8,1,2022-04-04,2022-04-06,2022-04-05,TRK0000036673
SHP0036674,ORD0036674,4,1,2015-05-17,2015-05-23,2015-05-24,TRK0000036674
SHP0036675,ORD0036675,2,1,2021-06-30,2021-07-03,2021-07-02,TRK0000036675
SHP0036676,ORD0036676,10,1,2025-04-21,2025-04-24,2025-04-24,TRK0000036676
SHP0036677,ORD0036677,2,1,2019-09-22,2019-09-25,2019-09-26,TRK0000036677
SHP0036678,ORD0036678,5,1,2026-05-09,2026-05-14,2026-05-14,TRK0000036678
SHP0036679,ORD0036679,7,2,2018-04-26,2018-05-02,,TRK0000036679
SHP0036680,ORD0036680,4,1,2018-10-02,2018-10-09,2018-10-09,TRK0000036680
SHP0036681,ORD0036681,4,1,2020-11-01,2020-11-07,2020-11-08,TRK0000036681
SHP0036682,ORD0036682,1,1,2016-03-16,2016-03-18,2016-03-18,TRK0000036682
SHP0036683,ORD0036683,8,1,2015-07-20,2015-07-25,2015-07-26,TRK0000036683
SHP0036684,ORD0036684,1,1,2021-07-30,2021-08-01,2021-08-03,TRK0000036684
SHP0036685,ORD0036685,3,1,2024-09-14,2024-09-16,2024-09-18,TRK0000036685
SHP0036686,ORD0036686,8,1,2020-04-30,2020-05-02,2020-05-02,TRK0000036686
SHP0036687,ORD0036687,2,1,2023-01-13,2023-01-15,2023-01-15,TRK0000036687
SHP0036688,ORD0036688,5,1,2025-04-24,2025-04-27,2025-04-29,TRK0000036688
SHP0036689,ORD0036689,3,5,2018-11-09,2018-11-13,,TRK0000036689
SHP0036690,ORD0036690,3,1,2023-10-25,2023-10-27,2023-10-28,TRK0000036690
SHP0036691,ORD0036691,1,2,2021-06-10,2021-06-16,,TRK0000036691
SHP0036692,ORD0036692,1,3,2019-01-11,2019-01-17,,TRK0000036692
SHP0036693,ORD0036693,9,1,2024-04-03,2024-04-10,2024-04-10,TRK0000036693
SHP0036694,ORD0036694,1,1,2019-11-20,2019-11-23,2019-11-25,TRK0000036694
SHP0036695,ORD0036695,10,1,2020-03-24,2020-03-30,2020-03-30,TRK0000036695
SHP0036696,ORD0036696,8,1,2020-06-11,2020-06-16,2020-06-15,TRK0000036696
SHP0036697,ORD0036697,7,1,2026-06-24,2026-06-30,2026-06-29,TRK0000036697
SHP0036698,ORD0036698,5,1,2016-09-21,2016-09-24,2016-09-25,TRK0000036698
SHP0036699,ORD0036699,5,1,2025-06-30,2025-07-06,2025-07-06,TRK0000036699
SHP0036700,ORD0036700,7,1,2026-02-03,2026-02-10,2026-02-09,TRK0000036700
SHP0036701,ORD0036701,10,2,2021-05-10,2021-05-17,,TRK0000036701
SHP0036702,ORD0036702,6,1,2017-03-02,2017-03-04,2017-03-05,TRK0000036702
SHP0036703,ORD0036703,6,1,2018-12-09,2018-12-14,2018-12-15,TRK0000036703
SHP0036704,ORD0036704,6,1,2021-08-18,2021-08-20,2021-08-21,TRK0000036704
SHP0036705,ORD0036705,5,1,2024-12-23,2024-12-26,2024-12-25,TRK0000036705
SHP0036706,ORD0036706,7,1,2026-02-07,2026-02-12,2026-02-14,TRK0000036706
SHP0036707,ORD0036707,3,1,2020-04-12,2020-04-14,2020-04-13,TRK0000036707
SHP0036708,ORD0036708,6,1,2023-06-16,2023-06-21,2023-06-21,TRK0000036708
SHP0036709,ORD0036709,6,1,2023-06-21,2023-06-28,2023-06-27,TRK0000036709
SHP0036710,ORD0036710,8,3,2022-08-04,2022-08-10,,TRK0000036710
SHP0036711,ORD0036711,10,1,2021-08-12,2021-08-17,2021-08-18,TRK0000036711
SHP0036712,ORD0036712,7,1,2022-07-12,2022-07-19,2022-07-19,TRK0000036712
SHP0036713,ORD0036713,5,1,2017-07-28,2017-07-30,2017-08-01,TRK0000036713
SHP0036714,ORD0036714,3,1,2016-06-25,2016-06-29,2016-06-28,TRK0000036714
SHP0036715,ORD0036715,7,1,2021-03-01,2021-03-08,2021-03-09,TRK0000036715
SHP0036716,ORD0036716,5,1,2023-02-01,2023-02-04,2023-02-04,TRK0000036716
SHP0036717,ORD0036717,9,1,2015-04-12,2015-04-14,2015-04-15,TRK0000036717
SHP0036718,ORD0036718,4,1,2026-06-18,2026-06-23,2026-06-24,TRK0000036718
SHP0036719,ORD0036719,7,1,2021-02-01,2021-02-07,2021-02-08,TRK0000036719
SHP0036720,ORD0036720,6,1,2022-04-11,2022-04-15,2022-04-17,TRK0000036720
SHP0036721,ORD0036721,9,3,2015-04-10,2015-04-17,,TRK0000036721
SHP0036722,ORD0036722,9,1,2018-01-06,2018-01-13,2018-01-12,TRK0000036722
SHP0036723,ORD0036723,6,1,2017-12-24,2017-12-29,2017-12-28,TRK0000036723
SHP0036724,ORD0036724,6,1,2019-11-15,2019-11-20,2019-11-21,TRK0000036724
SHP0036725,ORD0036725,4,2,2025-12-30,2026-01-04,,TRK0000036725
SHP0036726,ORD0036726,8,1,2022-11-13,2022-11-16,2022-11-15,TRK0000036726
SHP0036727,ORD0036727,8,1,2021-10-21,2021-10-27,2021-10-26,TRK0000036727
SHP0036728,ORD0036728,8,2,2017-07-20,2017-07-23,,TRK0000036728
SHP0036729,ORD0036729,7,1,2018-08-29,2018-09-03,2018-09-04,TRK0000036729
SHP0036730,ORD0036730,4,1,2018-02-03,2018-02-10,2018-02-09,TRK0000036730
SHP0036731,ORD0036731,8,1,2018-10-10,2018-10-15,2018-10-17,TRK0000036731
SHP0036732,ORD0036732,8,3,2019-04-28,2019-05-05,,TRK0000036732
SHP0036733,ORD0036733,4,1,2016-01-02,2016-01-04,2016-01-06,TRK0000036733
SHP0036734,ORD0036734,7,1,2025-07-30,2025-08-06,2025-08-07,TRK0000036734
SHP0036735,ORD0036735,2,3,2025-12-27,2025-12-29,,TRK0000036735
SHP0036736,ORD0036736,2,1,2022-04-14,2022-04-20,2022-04-22,TRK0000036736
SHP0036737,ORD0036737,1,1,2018-02-23,2018-02-28,2018-02-28,TRK0000036737
SHP0036738,ORD0036738,5,1,2020-08-01,2020-08-07,2020-08-08,TRK0000036738
SHP0036739,ORD0036739,4,1,2024-10-23,2024-10-26,2024-10-28,TRK0000036739
SHP0036740,ORD0036740,2,1,2015-03-29,2015-04-03,2015-04-02,TRK0000036740
SHP0036741,ORD0036741,1,3,2015-07-01,2015-07-08,,TRK0000036741
SHP0036742,ORD0036742,5,1,2016-04-11,2016-04-18,2016-04-17,TRK0000036742
SHP0036743,ORD0036743,4,1,2025-05-16,2025-05-20,2025-05-20,TRK0000036743
SHP0036744,ORD0036744,8,1,2023-08-10,2023-08-17,2023-08-17,TRK0000036744
SHP0036745,ORD0036745,6,1,2022-04-04,2022-04-06,2022-04-05,TRK0000036745
SHP0036746,ORD0036746,2,2,2022-06-14,2022-06-19,,TRK0000036746
SHP0036747,ORD0036747,5,1,2026-03-22,2026-03-25,2026-03-26,TRK0000036747
SHP0036748,ORD0036748,7,3,2023-02-20,2023-02-26,,TRK0000036748
SHP0036749,ORD0036749,6,1,2026-05-24,2026-05-29,2026-05-28,TRK0000036749
SHP0036750,ORD0036750,3,1,2025-03-24,2025-03-27,2025-03-28,TRK0000036750
SHP0036751,ORD0036751,7,1,2019-12-15,2019-12-17,2019-12-19,TRK0000036751
SHP0036752,ORD0036752,8,1,2015-04-15,2015-04-17,2015-04-17,TRK0000036752
SHP0036753,ORD0036753,2,2,2019-11-22,2019-11-29,,TRK0000036753
SHP0036754,ORD0036754,8,1,2024-12-08,2024-12-12,2024-12-11,TRK0000036754
SHP0036755,ORD0036755,3,1,2022-02-24,2022-03-03,2022-03-02,TRK0000036755
SHP0036756,ORD0036756,1,1,2017-01-06,2017-01-10,2017-01-09,TRK0000036756
SHP0036757,ORD0036757,8,1,2015-10-05,2015-10-10,2015-10-12,TRK0000036757
SHP0036758,ORD0036758,3,1,2023-10-08,2023-10-14,2023-10-14,TRK0000036758
SHP0036759,ORD0036759,8,2,2018-03-03,2018-03-09,,TRK0000036759
SHP0036760,ORD0036760,1,1,2021-10-11,2021-10-16,2021-10-17,TRK0000036760
SHP0036761,ORD0036761,7,1,2018-08-12,2018-08-18,2018-08-17,TRK0000036761
SHP0036762,ORD0036762,6,1,2025-02-11,2025-02-18,2025-02-19,TRK0000036762
SHP0036763,ORD0036763,8,1,2021-05-06,2021-05-12,2021-05-14,TRK0000036763
SHP0036764,ORD0036764,10,3,2022-01-01,2022-01-06,,TRK0000036764
SHP0036765,ORD0036765,2,2,2015-07-13,2015-07-16,,TRK0000036765
SHP0036766,ORD0036766,1,3,2016-07-18,2016-07-22,,TRK0000036766
SHP0036767,ORD0036767,3,1,2020-03-12,2020-03-19,2020-03-18,TRK0000036767
SHP0036768,ORD0036768,5,1,2026-02-09,2026-02-13,2026-02-14,TRK0000036768
SHP0036769,ORD0036769,4,1,2018-01-31,2018-02-07,2018-02-06,TRK0000036769
SHP0036770,ORD0036770,5,1,2015-05-14,2015-05-21,2015-05-20,TRK0000036770
SHP0036771,ORD0036771,5,1,2023-02-23,2023-02-26,2023-02-25,TRK0000036771
SHP0036772,ORD0036772,5,1,2020-03-09,2020-03-12,2020-03-12,TRK0000036772
SHP0036773,ORD0036773,3,3,2017-08-06,2017-08-09,,TRK0000036773
SHP0036774,ORD0036774,4,1,2021-08-16,2021-08-20,2021-08-20,TRK0000036774
SHP0036775,ORD0036775,4,1,2024-12-03,2024-12-06,2024-12-05,TRK0000036775
SHP0036776,ORD0036776,8,1,2019-02-16,2019-02-18,2019-02-18,TRK0000036776
SHP0036777,ORD0036777,5,1,2023-08-03,2023-08-08,2023-08-10,TRK0000036777
SHP0036778,ORD0036778,5,1,2025-07-09,2025-07-13,2025-07-12,TRK0000036778
SHP0036779,ORD0036779,4,1,2025-12-13,2025-12-15,2025-12-15,TRK0000036779
SHP0036780,ORD0036780,1,1,2018-03-25,2018-04-01,2018-03-31,TRK0000036780
SHP0036781,ORD0036781,2,1,2023-02-14,2023-02-19,2023-02-20,TRK0000036781
SHP0036782,ORD0036782,1,1,2022-01-09,2022-01-11,2022-01-12,TRK0000036782
SHP0036783,ORD0036783,2,1,2024-07-11,2024-07-16,2024-07-16,TRK0000036783
SHP0036784,ORD0036784,10,1,2021-11-01,2021-11-03,2021-11-04,TRK0000036784
SHP0036785,ORD0036785,3,1,2017-12-31,2018-01-02,2018-01-01,TRK0000036785
SHP0036786,ORD0036786,2,1,2017-09-01,2017-09-05,2017-09-05,TRK0000036786
SHP0036787,ORD0036787,1,1,2023-08-12,2023-08-18,2023-08-19,TRK0000036787
SHP0036788,ORD0036788,6,1,2017-02-24,2017-03-02,2017-03-02,TRK0000036788
SHP0036789,ORD0036789,4,1,2022-02-18,2022-02-22,2022-02-21,TRK0000036789
SHP0036790,ORD0036790,10,2,2024-08-19,2024-08-22,,TRK0000036790
SHP0036791,ORD0036791,8,1,2023-05-16,2023-05-23,2023-05-24,TRK0000036791
SHP0036792,ORD0036792,2,1,2023-12-01,2023-12-08,2023-12-10,TRK0000036792
SHP0036793,ORD0036793,5,2,2018-11-09,2018-11-12,,TRK0000036793
SHP0036794,ORD0036794,9,1,2016-06-23,2016-06-25,2016-06-25,TRK0000036794
SHP0036795,ORD0036795,6,1,2020-10-17,2020-10-22,2020-10-21,TRK0000036795
SHP0036796,ORD0036796,6,1,2023-02-09,2023-02-12,2023-02-13,TRK0000036796
SHP0036797,ORD0036797,1,1,2022-10-21,2022-10-23,2022-10-22,TRK0000036797
SHP0036798,ORD0036798,8,1,2016-10-09,2016-10-13,2016-10-14,TRK0000036798
SHP0036799,ORD0036799,6,2,2021-06-14,2021-06-19,,TRK0000036799
SHP0036800,ORD0036800,2,1,2015-07-20,2015-07-25,2015-07-27,TRK0000036800
SHP0036801,ORD0036801,8,1,2025-12-28,2026-01-03,2026-01-03,TRK0000036801
SHP0036802,ORD0036802,10,1,2017-12-21,2017-12-27,2017-12-26,TRK0000036802
SHP0036803,ORD0036803,2,1,2019-06-27,2019-06-30,2019-07-02,TRK0000036803
SHP0036804,ORD0036804,4,1,2018-10-18,2018-10-23,2018-10-25,TRK0000036804
SHP0036805,ORD0036805,2,1,2019-12-20,2019-12-22,2019-12-22,TRK0000036805
SHP0036806,ORD0036806,6,1,2015-01-23,2015-01-30,2015-02-01,TRK0000036806
SHP0036807,ORD0036807,9,1,2017-06-20,2017-06-23,2017-06-23,TRK0000036807
SHP0036808,ORD0036808,6,1,2019-01-07,2019-01-09,2019-01-09,TRK0000036808
SHP0036809,ORD0036809,1,1,2015-12-22,2015-12-27,2015-12-27,TRK0000036809
SHP0036810,ORD0036810,7,1,2015-08-02,2015-08-05,2015-08-04,TRK0000036810
SHP0036811,ORD0036811,7,1,2025-11-19,2025-11-23,2025-11-22,TRK0000036811
SHP0036812,ORD0036812,10,1,2017-01-08,2017-01-10,2017-01-09,TRK0000036812
SHP0036813,ORD0036813,7,3,2019-07-02,2019-07-08,,TRK0000036813
SHP0036814,ORD0036814,6,4,2016-02-29,2016-03-04,,TRK0000036814
SHP0036815,ORD0036815,6,1,2025-03-30,2025-04-02,2025-04-02,TRK0000036815
SHP0036816,ORD0036816,6,1,2018-12-26,2019-01-02,2019-01-01,TRK0000036816
SHP0036817,ORD0036817,3,1,2021-05-26,2021-05-31,2021-06-01,TRK0000036817
SHP0036818,ORD0036818,3,1,2015-11-30,2015-12-03,2015-12-04,TRK0000036818
