ReturnID,OrderItemID,ReturnReasonID,ReturnDate,ReturnCondition
RET0005631,OI00081194,3,2020-07-10,Sealed
RET0005632,OI00081206,9,2023-11-24,Damaged
RET0005633,OI00081237,5,2022-10-03,Defective
RET0005634,OI00081247,1,2025-01-23,Opened
RET0005635,OI00081255,13,2022-10-14,Opened
RET0005636,OI00081261,15,2022-03-29,Opened
RET0005637,OI00081280,14,2025-04-29,Sealed
RET0005638,OI00081285,12,2018-05-20,Opened
RET0005639,OI00081287,13,2019-07-10,Damaged
RET0005640,OI00081293,1,2025-10-17,Opened
RET0005641,OI00081301,9,2025-11-08,Sealed
RET0005642,OI00081317,3,2025-03-08,Opened
RET0005643,OI00081321,14,2019-06-30,Opened
RET0005644,OI00081328,14,2023-05-30,Opened
RET0005645,OI00081340,11,2025-12-11,Opened
RET0005646,OI00081386,7,2016-08-24,Opened
RET0005647,OI00081390,1,2019-12-11,Sealed
RET0005648,OI00081421,17,2023-09-24,Opened
RET0005649,OI00081442,2,2017-07-08,Opened
RET0005650,OI00081464,4,2018-05-22,Sealed
RET0005651,OI00081469,9,2018-10-17,Sealed
RET0005652,OI00081484,7,2017-11-03,Defective
RET0005653,OI00081534,14,2019-04-17,Sealed
RET0005654,OI00081540,8,2020-09-12,Opened
RET0005655,OI00081549,14,2015-03-21,Opened
RET0005656,OI00081555,10,2018-11-16,Damaged
RET0005657,OI00081566,1,2019-06-07,Opened
RET0005658,OI00081578,1,2017-10-27,Opened
RET0005659,OI00081582,6,2026-02-17,Damaged
RET0005660,OI00081626,1,2018-08-02,Opened
RET0005661,OI00081648,1,2022-03-11,Defective
RET0005662,OI00081649,15,2021-06-14,Damaged
RET0005663,OI00081664,15,2019-07-05,Opened
RET0005664,OI00081665,1,2019-07-13,Damaged
RET0005665,OI00081671,14,2026-05-15,Damaged
RET0005666,OI00081683,11,2015-10-19,Opened
RET0005667,OI00081700,4,2021-12-07,Opened
RET0005668,OI00081722,5,2018-02-03,Defective
RET0005669,OI00081806,14,2022-07-21,Opened
RET0005670,OI00081822,18,2024-03-10,Opened
RET0005671,OI00081843,1,2022-01-20,Sealed
RET0005672,OI00081923,1,2015-10-23,Opened
RET0005673,OI00081966,11,2019-03-12,Sealed
RET0005674,OI00081974,18,2023-05-28,Opened
RET0005675,OI00082012,15,2019-07-11,Opened
RET0005676,OI00082045,13,2019-10-01,Defective
RET0005677,OI00082054,17,2025-01-08,Damaged
RET0005678,OI00082065,12,2021-05-08,Opened
RET0005679,OI00082076,14,2017-10-29,Opened
RET0005680,OI00082099,18,2023-11-19,Opened
RET0005681,OI00082100,5,2023-11-25,Opened
RET0005682,OI00082130,9,2023-02-15,Damaged
RET0005683,OI00082132,4,2023-04-09,Damaged
RET0005684,OI00082137,8,2024-09-03,Sealed
RET0005685,OI00082148,8,2019-05-23,Defective
RET0005686,OI00082170,9,2026-05-09,Defective
RET0005687,OI00082178,7,2018-01-08,Sealed
RET0005688,OI00082183,3,2023-10-02,Defective
RET0005689,OI00082187,17,2024-11-15,Damaged
RET0005690,OI00082192,17,2020-05-06,Defective
RET0005691,OI00082218,7,2016-04-17,Sealed
RET0005692,OI00082238,5,2021-08-05,Opened
RET0005693,OI00082261,14,2022-03-28,Damaged
RET0005694,OI00082274,3,2015-06-08,Sealed
RET0005695,OI00082307,15,2017-11-16,Defective
RET0005696,OI00082313,11,2020-11-26,Damaged
RET0005697,OI00082373,8,2015-10-08,Opened
RET0005698,OI00082399,4,2022-05-14,Opened
RET0005699,OI00082417,5,2023-04-02,Damaged
RET0005700,OI00082434,12,2024-02-07,Defective
RET0005701,OI00082451,11,2025-09-03,Damaged
RET0005702,OI00082457,18,2021-09-07,Damaged
RET0005703,OI00082466,7,2020-10-11,Damaged
RET0005704,OI00082470,1,2020-08-09,Opened
RET0005705,OI00082486,2,2024-05-07,Sealed
RET0005706,OI00082493,6,2019-01-09,Opened
RET0005707,OI00082512,7,2021-07-19,Opened
RET0005708,OI00082521,7,2024-01-21,Defective
RET0005709,OI00082538,13,2017-09-29,Opened
RET0005710,OI00082542,6,2019-03-05,Sealed
RET0005711,OI00082567,9,2023-09-12,Opened
RET0005712,OI00082573,2,2021-08-30,Defective
RET0005713,OI00082585,3,2025-04-17,Opened
RET0005714,OI00082628,15,2023-12-25,Opened
RET0005715,OI00082629,5,2023-12-21,Opened
RET0005716,OI00082633,13,2023-01-13,Damaged
RET0005717,OI00082640,13,2018-06-30,Opened
RET0005718,OI00082646,10,2016-01-16,Opened
RET0005719,OI00082651,16,2017-10-29,Opened
RET0005720,OI00082675,14,2020-12-27,Opened
RET0005721,OI00082697,7,2024-02-26,Opened
RET0005722,OI00082724,6,2024-05-09,Sealed
RET0005723,OI00082736,10,2021-08-28,Defective
RET0005724,OI00082765,4,2017-02-19,Damaged
RET0005725,OI00082786,16,2026-01-03,Sealed
RET0005726,OI00082795,13,2019-05-05,Sealed
RET0005727,OI00082802,18,2022-12-07,Defective
RET0005728,OI00082811,8,2017-09-21,Opened
RET0005729,OI00082824,12,2023-01-16,Opened
RET0005730,OI00082834,17,2025-09-30,Opened
RET0005731,OI00082867,4,2018-03-25,Sealed
RET0005732,OI00082873,18,2026-04-06,Defective
RET0005733,OI00082891,9,2018-01-21,Sealed
RET0005734,OI00082894,7,2018-09-06,Damaged
RET0005735,OI00082905,8,2016-12-02,Defective
RET0005736,OI00082906,4,2018-03-22,Opened
RET0005737,OI00082925,10,2026-05-22,Sealed
RET0005738,OI00082927,15,2025-09-26,Sealed
RET0005739,OI00082953,17,2020-10-15,Sealed
RET0005740,OI00082955,6,2026-07-27,Damaged
RET0005741,OI00082970,12,2023-12-20,Defective
RET0005742,OI00082974,13,2017-08-03,Defective
RET0005743,OI00082976,6,2017-08-01,Opened
RET0005744,OI00083011,12,2022-07-25,Opened
RET0005745,OI00083066,13,2015-05-22,Opened
RET0005746,OI00083093,16,2017-07-18,Damaged
RET0005747,OI00083100,9,2023-05-05,Opened
RET0005748,OI00083108,3,2018-07-13,Opened
RET0005749,OI00083167,11,2020-02-21,Opened
RET0005750,OI00083169,11,2024-07-06,Damaged
RET0005751,OI00083172,6,2016-05-28,Opened
RET0005752,OI00083173,2,2016-05-19,Opened
RET0005753,OI00083200,6,2024-11-11,Defective
RET0005754,OI00083224,12,2022-06-16,Sealed
RET0005755,OI00083240,15,2025-07-20,Sealed
RET0005756,OI00083242,3,2022-01-18,Defective
RET0005757,OI00083254,1,2018-10-30,Damaged
RET0005758,OI00083257,11,2025-05-12,Damaged
RET0005759,OI00083284,10,2015-06-04,Damaged
RET0005760,OI00083290,3,2018-07-27,Defective
RET0005761,OI00083293,8,2022-01-24,Damaged
RET0005762,OI00083297,11,2022-06-28,Opened
RET0005763,OI00083299,17,2022-07-21,Opened
RET0005764,OI00083305,3,2021-06-04,Defective
RET0005765,OI00083312,14,2016-01-18,Sealed
RET0005766,OI00083313,9,2017-07-28,Damaged
RET0005767,OI00083338,10,2023-09-28,Opened
RET0005768,OI00083346,4,2020-10-28,Sealed
RET0005769,OI00083357,3,2019-07-27,Opened
RET0005770,OI00083368,1,2026-04-23,Opened
RET0005771,OI00083384,18,2017-07-20,Damaged
RET0005772,OI00083389,1,2016-02-09,Sealed
RET0005773,OI00083396,8,2019-08-22,Defective
RET0005774,OI00083432,17,2021-08-09,Opened
RET0005775,OI00083437,12,2024-12-11,Damaged
RET0005776,OI00083443,17,2017-04-23,Opened
RET0005777,OI00083444,7,2020-08-02,Damaged
RET0005778,OI00083446,4,2020-07-23,Damaged
RET0005779,OI00083447,12,2017-01-01,Damaged
RET0005780,OI00083499,1,2022-12-24,Opened
RET0005781,OI00083502,14,2016-10-29,Opened
RET0005782,OI00083517,11,2020-09-23,Defective
RET0005783,OI00083524,15,2017-09-29,Defective
RET0005784,OI00083533,18,2020-09-20,Opened
RET0005785,OI00083535,7,2018-12-25,Opened
RET0005786,OI00083584,13,2023-11-01,Sealed
RET0005787,OI00083589,13,2026-02-02,Damaged
RET0005788,OI00083592,15,2016-10-29,Defective
RET0005789,OI00083600,11,2026-04-14,Opened
RET0005790,OI00083634,16,2018-02-09,Opened
RET0005791,OI00083651,14,2018-09-02,Opened
RET0005792,OI00083665,16,2025-06-27,Opened
RET0005793,OI00083710,16,2021-03-02,Sealed
RET0005794,OI00083735,7,2021-04-07,Sealed
RET0005795,OI00083764,7,2023-06-01,Defective
RET0005796,OI00083767,1,2017-11-15,Opened
RET0005797,OI00083780,12,2015-12-13,Sealed
RET0005798,OI00083795,12,2015-04-29,Opened
RET0005799,OI00083809,9,2022-12-07,Opened
RET0005800,OI00083815,4,2017-04-14,Sealed
RET0005801,OI00083821,6,2024-12-13,Damaged
RET0005802,OI00083838,8,2025-01-15,Damaged
RET0005803,OI00083847,5,2020-07-01,Defective
RET0005804,OI00083848,4,2020-07-02,Defective
RET0005805,OI00083859,18,2023-02-26,Defective
RET0005806,OI00083875,11,2025-11-04,Damaged
RET0005807,OI00083876,3,2021-08-23,Opened
RET0005808,OI00083877,12,2021-08-20,Damaged
RET0005809,OI00083892,9,2019-06-01,Defective
RET0005810,OI00083922,3,2021-09-02,Sealed
RET0005811,OI00083926,10,2021-03-18,Defective
RET0005812,OI00083932,3,2018-04-27,Opened
RET0005813,OI00083933,11,2018-04-20,Opened
RET0005814,OI00083935,7,2021-07-06,Opened
RET0005815,OI00083947,1,2016-05-21,Sealed
RET0005816,OI00083954,13,2018-10-25,Sealed
RET0005817,OI00083959,1,2019-08-07,Sealed
RET0005818,OI00083962,15,2024-05-17,Damaged
RET0005819,OI00083974,13,2023-08-17,Sealed
RET0005820,OI00083980,6,2024-03-16,Opened
RET0005821,OI00083981,12,2024-03-20,Opened
RET0005822,OI00084001,14,2021-09-24,Opened
RET0005823,OI00084019,18,2018-11-21,Defective
RET0005824,OI00084028,1,2019-08-15,Opened
RET0005825,OI00084035,14,2017-07-20,Opened
RET0005826,OI00084046,17,2023-09-08,Opened
RET0005827,OI00084047,16,2022-11-09,Damaged
RET0005828,OI00084093,12,2023-09-11,Opened
RET0005829,OI00084114,13,2022-07-27,Opened
RET0005830,OI00084117,7,2021-05-31,Sealed
RET0005831,OI00084124,2,2017-03-23,Damaged
RET0005832,OI00084155,7,2025-02-14,Sealed
RET0005833,OI00084183,13,2025-01-15,Defective
RET0005834,OI00084192,4,2025-06-25,Opened
RET0005835,OI00084215,18,2019-10-20,Sealed
RET0005836,OI00084226,1,2025-08-07,Defective
RET0005837,OI00084233,3,2017-03-28,Opened
RET0005838,OI00084237,13,2021-12-26,Opened
RET0005839,OI00084255,5,2020-05-26,Opened
RET0005840,OI00084259,3,2022-01-12,Opened
RET0005841,OI00084303,8,2019-04-17,Opened
RET0005842,OI00084306,4,2024-02-10,Damaged
RET0005843,OI00084328,2,2022-10-15,Sealed
RET0005844,OI00084344,9,2016-05-01,Sealed
RET0005845,OI00084358,12,2022-02-22,Sealed
RET0005846,OI00084364,15,2018-07-08,Damaged
RET0005847,OI00084373,1,2015-12-20,Damaged
RET0005848,OI00084382,12,2025-01-02,Opened
RET0005849,OI00084390,8,2019-11-01,Defective
RET0005850,OI00084417,15,2023-01-07,Damaged
RET0005851,OI00084419,18,2023-06-13,Damaged
RET0005852,OI00084423,4,2025-01-09,Opened
RET0005853,OI00084425,10,2025-01-15,Defective
RET0005854,OI00084428,9,2025-07-21,Opened
RET0005855,OI00084448,16,2017-01-04,Opened
RET0005856,OI00084460,16,2018-05-06,Defective
RET0005857,OI00084481,12,2019-01-29,Opened
RET0005858,OI00084487,1,2022-03-19,Opened
RET0005859,OI00084520,13,2022-10-16,Opened
RET0005860,OI00084538,4,2023-04-06,Sealed
RET0005861,OI00084546,17,2025-08-17,Damaged
RET0005862,OI00084610,4,2022-04-10,Defective
RET0005863,OI00084624,18,2018-10-21,Damaged
RET0005864,OI00084627,9,2024-05-18,Opened
RET0005865,OI00084638,15,2021-04-11,Sealed
RET0005866,OI00084684,7,2018-10-05,Damaged
RET0005867,OI00084723,9,2025-04-16,Opened
RET0005868,OI00084732,1,2025-09-23,Opened
RET0005869,OI00084759,18,2026-06-23,Damaged
RET0005870,OI00084765,9,2021-12-04,Sealed
RET0005871,OI00084767,14,2017-09-01,Opened
RET0005872,OI00084770,17,2017-09-01,Damaged
RET0005873,OI00084790,15,2018-06-02,Opened
RET0005874,OI00084793,17,2026-04-02,Opened
RET0005875,OI00084798,1,2016-09-20,Sealed
RET0005876,OI00084799,1,2016-09-10,Damaged
RET0005877,OI00084801,2,2016-09-21,Opened
RET0005878,OI00084815,5,2020-08-07,Damaged
RET0005879,OI00084818,14,2017-01-13,Defective
RET0005880,OI00084832,10,2017-05-09,Opened
RET0005881,OI00084842,17,2021-02-09,Opened
RET0005882,OI00084862,1,2023-08-18,Opened
RET0005883,OI00084896,7,2021-06-05,Defective
RET0005884,OI00084925,4,2017-05-14,Defective
RET0005885,OI00084967,11,2018-01-07,Defective
RET0005886,OI00084980,17,2023-04-07,Opened
RET0005887,OI00084986,10,2026-01-11,Sealed
RET0005888,OI00084987,15,2025-09-16,Opened
RET0005889,OI00084992,4,2015-11-05,Opened
RET0005890,OI00084999,8,2016-10-26,Damaged
RET0005891,OI00085008,15,2023-07-15,Sealed
RET0005892,OI00085015,10,2017-10-05,Opened
RET0005893,OI00085069,6,2019-10-30,Damaged
RET0005894,OI00085085,15,2018-12-28,Opened
RET0005895,OI00085095,8,2026-04-09,Opened
RET0005896,OI00085127,13,2017-07-30,Sealed
RET0005897,OI00085142,18,2018-04-28,Opened
RET0005898,OI00085145,14,2019-05-04,Damaged
RET0005899,OI00085206,10,2018-06-24,Opened
RET0005900,OI00085207,10,2018-07-01,Sealed
RET0005901,OI00085209,15,2025-01-15,Damaged
RET0005902,OI00085236,4,2025-02-21,Sealed
RET0005903,OI00085247,16,2026-07-16,Damaged
RET0005904,OI00085277,9,2022-05-08,Opened
RET0005905,OI00085279,2,2025-06-24,Opened
RET0005906,OI00085281,3,2024-10-22,Opened
RET0005907,OI00085299,7,2023-11-13,Opened
RET0005908,OI00085308,6,2024-12-03,Damaged
RET0005909,OI00085309,16,2024-12-03,Damaged
RET0005910,OI00085390,12,2022-09-02,Sealed
RET0005911,OI00085402,3,2020-07-06,Opened
RET0005912,OI00085427,1,2021-07-08,Defective
RET0005913,OI00085459,1,2026-07-23,Sealed
RET0005914,OI00085494,2,2024-03-16,Opened
RET0005915,OI00085495,14,2025-09-20,Opened
RET0005916,OI00085507,6,2024-03-31,Sealed
RET0005917,OI00085519,10,2022-09-19,Defective
RET0005918,OI00085588,11,2018-11-13,Opened
RET0005919,OI00085594,15,2024-12-31,Opened
RET0005920,OI00085601,6,2022-05-28,Defective
RET0005921,OI00085604,13,2024-12-21,Opened
RET0005922,OI00085631,8,2025-11-14,Opened
RET0005923,OI00085634,2,2023-01-23,Sealed
RET0005924,OI00085637,16,2019-12-27,Opened
RET0005925,OI00085686,17,2025-05-17,Damaged
RET0005926,OI00085690,8,2025-05-05,Defective
RET0005927,OI00085703,11,2019-08-15,Opened
RET0005928,OI00085736,3,2017-02-01,Defective
RET0005929,OI00085753,18,2024-12-18,Opened
RET0005930,OI00085778,18,2022-05-15,Defective
RET0005931,OI00085788,5,2025-05-29,Opened
RET0005932,OI00085798,9,2017-08-13,Opened
RET0005933,OI00085804,3,2021-07-14,Sealed
RET0005934,OI00085809,3,2020-08-03,Opened
RET0005935,OI00085810,11,2021-12-20,Opened
RET0005936,OI00085839,17,2018-06-30,Sealed
RET0005937,OI00085841,1,2025-11-26,Damaged
RET0005938,OI00085855,8,2016-07-24,Opened
RET0005939,OI00085860,16,2015-06-16,Damaged
RET0005940,OI00085882,10,2023-01-01,Damaged
RET0005941,OI00085884,17,2023-01-12,Sealed
RET0005942,OI00085889,3,2019-03-15,Opened
RET0005943,OI00085906,6,2017-02-24,Opened
RET0005944,OI00085946,15,2019-11-04,Opened
RET0005945,OI00085983,11,2021-06-14,Sealed
RET0005946,OI00085999,11,2017-08-12,Opened
RET0005947,OI00086009,9,2022-08-23,Opened
RET0005948,OI00086020,5,2024-04-11,Sealed
RET0005949,OI00086024,18,2016-10-14,Opened
RET0005950,OI00086025,4,2016-10-08,Sealed
RET0005951,OI00086029,9,2018-07-08,Opened
RET0005952,OI00086046,2,2015-11-24,Damaged
RET0005953,OI00086059,9,2025-08-17,Opened
RET0005954,OI00086064,7,2017-06-04,Damaged
RET0005955,OI00086092,7,2023-08-23,Damaged
RET0005956,OI00086101,10,2019-10-24,Damaged
RET0005957,OI00086126,10,2019-01-19,Opened
RET0005958,OI00086141,18,2023-01-16,Damaged
RET0005959,OI00086143,8,2023-01-17,Damaged
RET0005960,OI00086146,17,2025-01-25,Defective
RET0005961,OI00086175,2,2015-05-03,Opened
RET0005962,OI00086195,1,2025-11-26,Defective
RET0005963,OI00086199,10,2015-03-01,Sealed
RET0005964,OI00086235,16,2015-02-04,Defective
RET0005965,OI00086241,1,2016-09-20,Sealed
RET0005966,OI00086273,12,2023-11-30,Opened
RET0005967,OI00086288,2,2021-02-02,Defective
RET0005968,OI00086297,12,2021-10-16,Sealed
RET0005969,OI00086324,18,2024-07-15,Opened
RET0005970,OI00086342,10,2024-09-24,Opened
RET0005971,OI00086344,6,2024-09-19,Opened
RET0005972,OI00086356,18,2024-09-12,Sealed
RET0005973,OI00086361,2,2017-12-12,Opened
RET0005974,OI00086376,3,2026-03-25,Opened
RET0005975,OI00086377,3,2026-03-24,Damaged
RET0005976,OI00086381,8,2022-10-29,Opened
RET0005977,OI00086387,8,2019-02-16,Sealed
RET0005978,OI00086394,1,2024-05-15,Defective
RET0005979,OI00086402,2,2016-05-25,Opened
RET0005980,OI00086422,5,2023-08-14,Damaged
RET0005981,OI00086481,18,2021-08-11,Opened
RET0005982,OI00086527,18,2015-05-01,Sealed
RET0005983,OI00086557,17,2021-05-30,Damaged
RET0005984,OI00086574,17,2025-08-29,Damaged
RET0005985,OI00086577,7,2025-07-01,Defective
RET0005986,OI00086581,15,2017-05-06,Defective
RET0005987,OI00086586,11,2019-09-03,Opened
RET0005988,OI00086597,7,2017-02-02,Sealed
RET0005989,OI00086607,7,2022-06-06,Sealed
RET0005990,OI00086612,4,2018-03-21,Sealed
RET0005991,OI00086617,7,2018-08-05,Sealed
RET0005992,OI00086635,16,2018-02-15,Opened
RET0005993,OI00086691,6,2021-11-28,Sealed
RET0005994,OI00086695,3,2022-12-19,Opened
RET0005995,OI00086698,6,2021-11-27,Damaged
RET0005996,OI00086701,4,2019-08-01,Defective
RET0005997,OI00086707,11,2017-09-11,Defective
RET0005998,OI00086711,10,2019-06-16,Sealed
RET0005999,OI00086715,7,2025-03-21,Damaged
RET0006000,OI00086723,12,2020-03-10,Opened
RET0006001,OI00086726,14,2021-09-15,Opened
RET0006002,OI00086761,6,2020-01-28,Opened
RET0006003,OI00086783,18,2016-08-27,Opened
RET0006004,OI00086786,4,2019-04-19,Sealed
RET0006005,OI00086789,10,2016-05-25,Opened
RET0006006,OI00086811,1,2017-07-26,Defective
RET0006007,OI00086821,12,2018-01-06,Defective
RET0006008,OI00086825,18,2026-01-09,Sealed
RET0006009,OI00086832,12,2023-05-03,Defective
RET0006010,OI00086898,9,2019-09-01,Damaged
RET0006011,OI00086914,3,2016-09-30,Opened
RET0006012,OI00086927,6,2024-08-06,Opened
RET0006013,OI00086940,16,2017-03-13,Opened
RET0006014,OI00086945,3,2018-01-16,Sealed
RET0006015,OI00086959,6,2022-05-19,Defective
RET0006016,OI00086975,11,2015-10-25,Sealed
RET0006017,OI00086981,2,2023-07-28,Damaged
RET0006018,OI00087002,1,2025-12-05,Sealed
RET0006019,OI00087026,10,2022-06-17,Defective
RET0006020,OI00087041,18,2019-08-14,Opened
RET0006021,OI00087061,10,2017-08-21,Sealed
RET0006022,OI00087062,10,2025-09-27,Damaged
RET0006023,OI00087073,8,2021-01-05,Damaged
RET0006024,OI00087081,13,2021-02-05,Opened
RET0006025,OI00087084,3,2018-08-27,Opened
RET0006026,OI00087120,8,2015-11-01,Opened
RET0006027,OI00087124,17,2016-11-15,Opened
RET0006028,OI00087150,6,2026-05-12,Damaged
RET0006029,OI00087151,15,2020-03-24,Damaged
RET0006030,OI00087158,7,2019-10-12,Opened
RET0006031,OI00087183,18,2025-01-09,Opened
RET0006032,OI00087186,15,2021-07-18,Sealed
RET0006033,OI00087232,2,2018-05-11,Damaged
RET0006034,OI00087242,7,2026-07-01,Opened
RET0006035,OI00087280,5,2019-10-23,Opened
RET0006036,OI00087291,11,2022-06-18,Opened
RET0006037,OI00087316,6,2026-03-24,Sealed
RET0006038,OI00087375,17,2023-03-24,Opened
RET0006039,OI00087389,2,2018-10-15,Damaged
RET0006040,OI00087398,10,2025-04-02,Opened
RET0006041,OI00087416,14,2018-08-10,Sealed
RET0006042,OI00087425,1,2024-10-28,Defective
RET0006043,OI00087431,8,2020-01-01,Opened
RET0006044,OI00087439,7,2022-03-16,Opened
RET0006045,OI00087457,14,2016-04-12,Opened
RET0006046,OI00087532,7,2021-02-25,Sealed
RET0006047,OI00087539,2,2025-12-06,Sealed
RET0006048,OI00087544,6,2019-05-13,Opened
RET0006049,OI00087578,15,2025-10-11,Opened
RET0006050,OI00087581,5,2018-12-07,Opened
RET0006051,OI00087598,9,2015-02-23,Opened
RET0006052,OI00087603,12,2024-04-01,Sealed
RET0006053,OI00087604,12,2024-03-22,Opened
RET0006054,OI00087610,2,2019-12-24,Opened
RET0006055,OI00087622,16,2018-04-30,Damaged
RET0006056,OI00087660,14,2016-09-21,Opened
RET0006057,OI00087661,14,2016-09-20,Sealed
RET0006058,OI00087692,12,2017-11-29,Damaged
RET0006059,OI00087697,10,2017-04-16,Opened
RET0006060,OI00087703,10,2021-03-04,Sealed
RET0006061,OI00087706,2,2017-03-25,Defective
RET0006062,OI00087725,8,2023-04-18,Opened
RET0006063,OI00087729,2,2015-06-27,Defective
RET0006064,OI00087732,8,2023-06-24,Defective
RET0006065,OI00087740,10,2017-12-14,Sealed
RET0006066,OI00087776,7,2016-07-09,Damaged
RET0006067,OI00087783,9,2025-05-22,Damaged
RET0006068,OI00087791,13,2017-01-25,Sealed
RET0006069,OI00087804,12,2015-11-13,Sealed
RET0006070,OI00087811,3,2026-04-29,Sealed
RET0006071,OI00087834,9,2020-03-28,Opened
RET0006072,OI00087840,7,2021-04-28,Opened
RET0006073,OI00087846,5,2016-08-24,Opened
RET0006074,OI00087849,16,2016-08-27,Defective
RET0006075,OI00087853,11,2022-02-11,Opened
RET0006076,OI00087882,12,2021-05-28,Sealed
RET0006077,OI00087888,2,2017-05-31,Defective
RET0006078,OI00087897,14,2018-11-24,Opened
RET0006079,OI00087899,18,2023-09-12,Opened
RET0006080,OI00087902,10,2021-07-17,Damaged
RET0006081,OI00087913,3,2015-03-04,Sealed
RET0006082,OI00087921,12,2023-06-10,Defective
RET0006083,OI00087925,3,2022-06-06,Sealed
RET0006084,OI00087962,6,2019-08-21,Defective
RET0006085,OI00087972,10,2026-02-16,Opened
RET0006086,OI00087978,1,2025-12-03,Opened
RET0006087,OI00087988,5,2020-06-22,Opened
RET0006088,OI00088009,15,2017-05-11,Sealed
RET0006089,OI00088024,2,2024-06-02,Damaged
RET0006090,OI00088059,9,2019-04-02,Opened
RET0006091,OI00088080,3,2021-06-30,Opened
RET0006092,OI00088084,10,2022-03-29,Opened
RET0006093,OI00088097,1,2023-11-12,Opened
RET0006094,OI00088130,8,2016-09-22,Opened
RET0006095,OI00088135,16,2015-10-27,Defective
RET0006096,OI00088136,7,2020-05-14,Sealed
RET0006097,OI00088143,12,2025-05-31,Opened
RET0006098,OI00088157,12,2017-08-07,Defective
RET0006099,OI00088160,14,2016-10-04,Sealed
RET0006100,OI00088167,16,2021-12-26,Defective
RET0006101,OI00088169,13,2024-03-25,Opened
RET0006102,OI00088191,18,2020-10-24,Opened
RET0006103,OI00088235,3,2026-03-01,Opened
RET0006104,OI00088238,11,2024-04-03,Damaged
RET0006105,OI00088251,18,2019-07-16,Sealed
RET0006106,OI00088259,1,2025-03-24,Opened
RET0006107,OI00088260,10,2016-09-10,Damaged
RET0006108,OI00088270,13,2018-04-13,Sealed
RET0006109,OI00088272,11,2026-03-13,Damaged
RET0006110,OI00088295,5,2017-11-28,Opened
RET0006111,OI00088317,15,2018-08-28,Opened
RET0006112,OI00088326,7,2020-05-02,Opened
RET0006113,OI00088342,14,2016-06-19,Defective
RET0006114,OI00088343,5,2017-10-16,Damaged
RET0006115,OI00088405,14,2020-01-23,Opened
RET0006116,OI00088410,7,2016-12-20,Opened
RET0006117,OI00088415,15,2022-01-20,Sealed
RET0006118,OI00088423,1,2016-02-29,Sealed
RET0006119,OI00088427,9,2024-08-25,Sealed
RET0006120,OI00088428,8,2017-02-07,Defective
RET0006121,OI00088439,4,2017-08-06,Damaged
RET0006122,OI00088447,8,2016-11-11,Defective
RET0006123,OI00088451,1,2026-07-29,Sealed
RET0006124,OI00088463,12,2025-02-16,Opened
RET0006125,OI00088464,3,2016-10-15,Sealed
RET0006126,OI00088466,17,2016-10-15,Defective
RET0006127,OI00088496,8,2016-02-07,Damaged
RET0006128,OI00088503,5,2021-05-14,Opened
RET0006129,OI00088504,12,2023-01-19,Damaged
RET0006130,OI00088516,3,2015-04-01,Opened
RET0006131,OI00088524,12,2017-08-08,Opened
RET0006132,OI00088529,1,2026-03-11,Opened
RET0006133,OI00088534,8,2020-03-04,Damaged
RET0006134,OI00088568,14,2022-09-08,Sealed
RET0006135,OI00088576,13,2023-07-15,Defective
RET0006136,OI00088585,8,2018-04-01,Defective
RET0006137,OI00088595,9,2016-04-08,Damaged
RET0006138,OI00088639,4,2018-09-06,Sealed
RET0006139,OI00088640,7,2023-11-22,Defective
RET0006140,OI00088661,16,2023-04-09,Opened
RET0006141,OI00088671,1,2015-06-10,Damaged
RET0006142,OI00088741,5,2026-03-08,Damaged
RET0006143,OI00088775,9,2026-07-19,Opened
RET0006144,OI00088793,17,2026-08-11,Opened
RET0006145,OI00088801,7,2017-05-24,Sealed
RET0006146,OI00088802,16,2025-09-14,Damaged
RET0006147,OI00088812,7,2018-10-03,Opened
RET0006148,OI00088814,8,2018-10-09,Defective
RET0006149,OI00088842,1,2017-10-01,Opened
RET0006150,OI00088850,4,2016-03-21,Defective
RET0006151,OI00088861,18,2015-07-31,Opened
RET0006152,OI00088865,14,2025-08-02,Damaged
RET0006153,OI00088894,1,2022-02-23,Opened
RET0006154,OI00088919,2,2018-05-28,Opened
RET0006155,OI00088931,1,2020-08-18,Opened
RET0006156,OI00088937,7,2019-03-27,Sealed
RET0006157,OI00088942,13,2017-11-16,Damaged
RET0006158,OI00088953,7,2021-03-05,Opened
RET0006159,OI00088958,8,2016-11-17,Opened
RET0006160,OI00088981,6,2022-11-14,Opened
RET0006161,OI00088993,6,2019-12-03,Defective
RET0006162,OI00089026,9,2026-07-04,Sealed
RET0006163,OI00089080,14,2026-05-20,Opened
RET0006164,OI00089105,5,2024-09-27,Damaged
RET0006165,OI00089154,18,2016-02-05,Opened
RET0006166,OI00089167,8,2022-05-22,Opened
RET0006167,OI00089190,3,2025-07-24,Damaged
RET0006168,OI00089195,2,2016-04-20,Sealed
RET0006169,OI00089198,14,2022-06-15,Opened
RET0006170,OI00089220,6,2025-01-04,Opened
RET0006171,OI00089233,9,2021-10-01,Opened
RET0006172,OI00089234,10,2021-10-07,Opened
RET0006173,OI00089237,9,2026-03-23,Defective
RET0006174,OI00089240,13,2026-03-18,Opened
RET0006175,OI00089253,14,2025-06-20,Opened
RET0006176,OI00089260,17,2019-05-21,Sealed
RET0006177,OI00089264,4,2016-12-18,Defective
RET0006178,OI00089287,3,2019-12-13,Damaged
RET0006179,OI00089289,9,2020-04-22,Sealed
