OrderItemID,OrderID,LineNumber,ProductID,Quantity,UnitPrice,DiscountPercent
OI00067752,ORD0035024,2,P04879,4,1528,5
OI00067753,ORD0035025,1,P02419,1,200,0
OI00067754,ORD0035025,2,P03718,3,445,0
OI00067755,ORD0035026,1,P00544,3,153,0
OI00067756,ORD0035026,2,P02423,3,45697,0
OI00067757,ORD0035026,3,P01846,2,685,5
OI00067758,ORD0035026,4,P02452,2,12539,5
OI00067759,ORD0035027,1,P00581,2,1962,10
OI00067760,ORD0035028,1,P01084,1,1661,0
OI00067761,ORD0035029,1,P04964,1,1907,0
OI00067762,ORD0035029,2,P02506,3,1316,5
OI00067763,ORD0035029,3,P04214,2,1566,0
OI00067764,ORD0035029,4,P03793,1,146590,10
OI00067765,ORD0035030,1,P02217,1,421,5
OI00067766,ORD0035031,1,P02113,1,118234,0
OI00067767,ORD0035031,2,P02560,1,13369,0
OI00067768,ORD0035032,1,P03049,4,1103,0
OI00067769,ORD0035032,2,P04173,5,164791,5
OI00067770,ORD0035033,1,P03852,2,153026,0
OI00067771,ORD0035034,1,P00329,1,5920,5
OI00067772,ORD0035034,2,P03469,1,180343,15
OI00067773,ORD0035034,3,P00221,2,1588,5
OI00067774,ORD0035035,1,P03672,2,38708,5
OI00067775,ORD0035035,2,P04041,1,412,0
OI00067776,ORD0035035,3,P03448,2,5620,0
OI00067777,ORD0035036,1,P00538,1,8884,10
OI00067778,ORD0035036,2,P04465,1,194277,0
OI00067779,ORD0035036,3,P02619,1,1200,0
OI00067780,ORD0035037,1,P02832,3,99,0
OI00067781,ORD0035037,2,P03770,1,508,0
OI00067782,ORD0035038,1,P02250,1,975,0
OI00067783,ORD0035039,1,P01242,2,2328,10
OI00067784,ORD0035039,2,P03599,1,103939,0
OI00067785,ORD0035039,3,P03210,3,21898,15
OI00067786,ORD0035039,4,P00459,1,20677,0
OI00067787,ORD0035039,5,P02958,1,8895,0
OI00067788,ORD0035040,1,P01400,3,401,10
OI00067789,ORD0035041,1,P00833,1,594,0
OI00067790,ORD0035042,1,P04953,1,140360,0
OI00067791,ORD0035042,2,P00916,1,1491,5
OI00067792,ORD0035043,1,P00483,4,11840,5
OI00067793,ORD0035044,1,P02462,5,171146,0
OI00067794,ORD0035044,2,P01551,2,354,10
OI00067795,ORD0035044,3,P00318,5,174351,0
OI00067796,ORD0035045,1,P02417,1,1821,25
OI00067797,ORD0035045,2,P01203,1,170852,0
OI00067798,ORD0035045,3,P04878,3,18722,5
OI00067799,ORD0035046,1,P00505,2,1051,0
OI00067800,ORD0035046,2,P02857,4,13506,10
OI00067801,ORD0035046,3,P04443,1,1743,20
OI00067802,ORD0035047,1,P00581,2,1962,0
OI00067803,ORD0035047,2,P02223,3,1788,5
OI00067804,ORD0035048,1,P03848,2,4021,0
OI00067805,ORD0035049,1,P04234,1,29120,20
OI00067806,ORD0035049,2,P01126,1,1426,0
OI00067807,ORD0035050,1,P02287,2,36265,10
OI00067808,ORD0035051,1,P03598,4,5904,10
OI00067809,ORD0035051,2,P04803,5,63938,5
OI00067810,ORD0035052,1,P04544,2,108,10
OI00067811,ORD0035052,2,P03736,1,176921,0
OI00067812,ORD0035052,3,P03547,1,125059,10
OI00067813,ORD0035052,4,P00211,1,136733,20
OI00067814,ORD0035053,1,P00532,4,1732,0
OI00067815,ORD0035053,2,P04740,2,4411,0
OI00067816,ORD0035053,3,P04466,2,1579,10
OI00067817,ORD0035054,1,P03830,3,14007,20
OI00067818,ORD0035055,1,P01223,4,87726,0
OI00067819,ORD0035056,1,P02798,1,94410,0
OI00067820,ORD0035056,2,P04182,1,9345,10
OI00067821,ORD0035057,1,P00318,4,174351,10
OI00067822,ORD0035057,2,P02405,2,13025,0
OI00067823,ORD0035057,3,P02585,1,22430,5
OI00067824,ORD0035057,4,P01735,1,8203,0
OI00067825,ORD0035058,1,P01411,1,850,10
OI00067826,ORD0035058,2,P04074,4,134193,0
OI00067827,ORD0035058,3,P03535,2,57393,20
OI00067828,ORD0035058,4,P00241,3,1616,0
OI00067829,ORD0035059,1,P00041,3,152283,15
OI00067830,ORD0035059,2,P02253,5,2456,15
OI00067831,ORD0035060,1,P03663,4,1640,15
OI00067832,ORD0035060,2,P01118,2,3122,0
OI00067833,ORD0035061,1,P02474,1,1115,10
OI00067834,ORD0035062,1,P00076,1,146885,5
OI00067835,ORD0035062,2,P04636,2,130513,5
OI00067836,ORD0035062,3,P04426,1,108639,10
OI00067837,ORD0035062,4,P03742,2,12711,15
OI00067838,ORD0035063,1,P04416,3,79040,0
OI00067839,ORD0035064,1,P00187,1,24992,0
OI00067840,ORD0035064,2,P01942,1,181,0
OI00067841,ORD0035065,1,P04345,1,4657,0
OI00067842,ORD0035066,1,P01977,1,866,0
OI00067843,ORD0035066,2,P01459,2,250,5
OI00067844,ORD0035066,3,P02485,5,281,10
OI00067845,ORD0035067,1,P00583,2,1796,0
OI00067846,ORD0035067,2,P03449,1,1893,20
OI00067847,ORD0035068,1,P02417,3,1821,0
OI00067848,ORD0035068,2,P04743,3,1920,5
OI00067849,ORD0035068,3,P02756,4,1812,10
OI00067850,ORD0035068,4,P04182,2,9345,0
OI00067851,ORD0035069,1,P03448,1,5620,5
OI00067852,ORD0035069,2,P00717,1,6054,15
OI00067853,ORD0035069,3,P01775,1,178823,10
OI00067854,ORD0035070,1,P04678,1,89150,0
OI00067855,ORD0035070,2,P00177,2,1618,0
OI00067856,ORD0035070,3,P01896,1,13244,0
OI00067857,ORD0035070,4,P00355,2,135,15
OI00067858,ORD0035071,1,P00754,1,323,0
OI00067859,ORD0035071,2,P02219,1,143770,20
OI00067860,ORD0035072,1,P00211,1,136733,0
OI00067861,ORD0035073,1,P04451,1,1276,5
OI00067862,ORD0035074,1,P04895,2,78118,0
OI00067863,ORD0035075,1,P01719,1,9787,5
OI00067864,ORD0035075,2,P00437,1,913,5
OI00067865,ORD0035075,3,P00171,1,10646,10
OI00067866,ORD0035076,1,P00667,1,95060,5
OI00067867,ORD0035077,1,P01967,2,13401,5
OI00067868,ORD0035077,2,P02868,2,13089,0
OI00067869,ORD0035078,1,P03662,1,102,0
OI00067870,ORD0035078,2,P04880,2,1954,10
OI00067871,ORD0035079,1,P01209,2,620,5
OI00067872,ORD0035080,1,P04696,1,879,0
OI00067873,ORD0035081,1,P03722,1,24114,5
OI00067874,ORD0035081,2,P00691,3,5818,20
OI00067875,ORD0035082,1,P01635,2,6535,0
OI00067876,ORD0035082,2,P03937,1,163649,0
OI00067877,ORD0035082,3,P00583,2,1796,5
OI00067878,ORD0035083,1,P01628,3,34394,15
OI00067879,ORD0035083,2,P00763,1,1207,0
OI00067880,ORD0035083,3,P00983,1,13582,20
OI00067881,ORD0035084,1,P02369,1,1618,0
OI00067882,ORD0035084,2,P00403,1,47018,5
OI00067883,ORD0035085,1,P04482,5,2651,0
OI00067884,ORD0035086,1,P00958,4,519,0
OI00067885,ORD0035087,1,P01511,4,930,10
OI00067886,ORD0035088,1,P02032,1,2007,0
OI00067887,ORD0035089,1,P04964,3,1907,10
OI00067888,ORD0035090,1,P03515,1,153,5
OI00067889,ORD0035091,1,P02883,2,1927,0
OI00067890,ORD0035091,2,P04623,1,61115,20
OI00067891,ORD0035091,3,P04662,3,125973,5
OI00067892,ORD0035092,1,P02800,1,118993,0
OI00067893,ORD0035092,2,P02013,1,188332,0
OI00067894,ORD0035092,3,P00813,2,128841,5
OI00067895,ORD0035093,1,P00458,1,1456,15
OI00067896,ORD0035094,1,P01119,1,763,5
OI00067897,ORD0035094,2,P01985,3,188980,15
OI00067898,ORD0035094,3,P01298,5,8013,0
OI00067899,ORD0035094,4,P00509,1,9569,0
OI00067900,ORD0035094,5,P03533,2,171906,10
OI00067901,ORD0035095,1,P01025,1,8378,0
OI00067902,ORD0035096,1,P03061,1,190,0
OI00067903,ORD0035096,2,P01710,2,41008,0
OI00067904,ORD0035096,3,P01149,1,123642,5
OI00067905,ORD0035097,1,P04239,1,125981,0
OI00067906,ORD0035097,2,P03503,1,1923,0
OI00067907,ORD0035098,1,P01544,2,6319,0
OI00067908,ORD0035099,1,P00328,1,145001,0
OI00067909,ORD0035100,1,P01298,5,8013,5
OI00067910,ORD0035101,1,P01413,4,846,15
OI00067911,ORD0035101,2,P02285,5,3115,10
OI00067912,ORD0035101,3,P03768,1,1249,10
OI00067913,ORD0035102,1,P02850,1,7366,20
OI00067914,ORD0035102,2,P01245,2,1618,10
OI00067915,ORD0035103,1,P01066,1,405,10
OI00067916,ORD0035104,1,P00989,4,29381,15
OI00067917,ORD0035104,2,P04799,1,7619,0
OI00067918,ORD0035104,3,P01699,2,749,0
OI00067919,ORD0035104,4,P03121,2,6736,0
OI00067920,ORD0035104,5,P01834,2,1425,20
OI00067921,ORD0035105,1,P00154,3,1173,25
OI00067922,ORD0035106,1,P02326,1,171553,0
OI00067923,ORD0035107,1,P02302,1,485,15
OI00067924,ORD0035108,1,P02003,3,1909,10
OI00067925,ORD0035108,2,P01772,2,158595,0
OI00067926,ORD0035108,3,P01642,3,4280,0
OI00067927,ORD0035108,4,P02936,1,925,10
OI00067928,ORD0035109,1,P02494,1,4193,0
OI00067929,ORD0035110,1,P00393,1,750,0
OI00067930,ORD0035110,2,P03626,3,45713,20
OI00067931,ORD0035110,3,P02578,2,6263,5
OI00067932,ORD0035111,1,P01228,1,183326,5
OI00067933,ORD0035112,1,P02489,1,1295,0
OI00067934,ORD0035112,2,P00506,4,1609,0
OI00067935,ORD0035113,1,P03732,2,11868,0
OI00067936,ORD0035114,1,P01989,1,305,0
OI00067937,ORD0035115,1,P01076,3,598,0
OI00067938,ORD0035115,2,P00848,4,1409,5
OI00067939,ORD0035115,3,P02818,4,7721,10
OI00067940,ORD0035116,1,P02052,2,7844,15
OI00067941,ORD0035116,2,P01829,3,4251,5
OI00067942,ORD0035117,1,P03599,1,103939,10
OI00067943,ORD0035118,1,P04986,1,796,10
OI00067944,ORD0035118,2,P04258,3,2523,15
OI00067945,ORD0035118,3,P02335,2,632,20
OI00067946,ORD0035119,1,P01419,3,1729,10
OI00067947,ORD0035119,2,P02935,3,6219,0
OI00067948,ORD0035120,1,P00674,1,1714,0
OI00067949,ORD0035121,1,P04483,3,33389,0
OI00067950,ORD0035121,2,P04128,1,26038,0
OI00067951,ORD0035121,3,P02495,2,1358,0
OI00067952,ORD0035122,1,P01722,1,5425,5
OI00067953,ORD0035122,2,P01982,2,9393,15
OI00067954,ORD0035123,1,P01046,2,8141,5
OI00067955,ORD0035123,2,P00418,1,138943,0
OI00067956,ORD0035124,1,P03164,2,990,10
OI00067957,ORD0035125,1,P01588,1,86008,0
OI00067958,ORD0035126,1,P02237,1,1717,0
OI00067959,ORD0035127,1,P04315,3,11480,0
OI00067960,ORD0035128,1,P02147,3,184905,20
OI00067961,ORD0035128,2,P03087,1,984,0
OI00067962,ORD0035128,3,P04815,3,84501,20
OI00067963,ORD0035129,1,P02938,1,178196,5
OI00067964,ORD0035130,1,P01313,3,10079,0
OI00067965,ORD0035131,1,P03720,3,10385,0
OI00067966,ORD0035131,2,P01263,2,1873,0
OI00067967,ORD0035132,1,P02622,2,2456,15
OI00067968,ORD0035132,2,P04750,1,787,5
OI00067969,ORD0035132,3,P02933,1,4940,10
OI00067970,ORD0035132,4,P03039,1,141,0
OI00067971,ORD0035133,1,P04686,2,334,0
OI00067972,ORD0035133,2,P03675,2,1776,10
OI00067973,ORD0035134,1,P01054,5,12871,0
OI00067974,ORD0035135,1,P02626,3,1313,0
OI00067975,ORD0035136,1,P00371,3,455,5
OI00067976,ORD0035137,1,P00172,1,808,0
OI00067977,ORD0035137,2,P03495,3,154635,0
OI00067978,ORD0035137,3,P04651,3,11443,0
OI00067979,ORD0035138,1,P02078,2,3068,5
OI00067980,ORD0035138,2,P03150,2,10526,10
OI00067981,ORD0035138,3,P02145,1,10978,15
OI00067982,ORD0035139,1,P03414,2,206,0
OI00067983,ORD0035139,2,P00165,2,148037,15
OI00067984,ORD0035139,3,P03946,1,1722,0
OI00067985,ORD0035140,1,P00942,3,8969,5
OI00067986,ORD0035141,1,P04050,4,14767,0
OI00067987,ORD0035142,1,P02626,3,1313,0
OI00067988,ORD0035142,2,P01877,3,1776,15
OI00067989,ORD0035143,1,P00627,3,192967,10
OI00067990,ORD0035144,1,P01401,2,180306,0
OI00067991,ORD0035144,2,P00312,4,5639,0
OI00067992,ORD0035144,3,P01994,2,33526,0
OI00067993,ORD0035145,1,P00786,3,11678,0
OI00067994,ORD0035145,2,P02000,3,931,0
OI00067995,ORD0035146,1,P04281,2,15308,0
OI00067996,ORD0035146,2,P04696,1,879,0
OI00067997,ORD0035147,1,P02398,4,1872,10
OI00067998,ORD0035148,1,P02065,3,570,0
OI00067999,ORD0035149,1,P01302,3,348,0
OI00068000,ORD0035149,2,P01803,1,16964,0
OI00068001,ORD0035150,1,P02567,1,6016,10
OI00068002,ORD0035150,2,P04861,1,7229,15
OI00068003,ORD0035150,3,P02607,1,858,10
OI00068004,ORD0035151,1,P03550,3,1647,0
OI00068005,ORD0035151,2,P02043,2,59119,5
OI00068006,ORD0035151,3,P02502,5,6290,15
OI00068007,ORD0035152,1,P02020,1,5377,0
OI00068008,ORD0035152,2,P04700,4,126451,15
OI00068009,ORD0035152,3,P02734,2,41014,0
OI00068010,ORD0035153,1,P02115,3,467,0
OI00068011,ORD0035153,2,P02348,2,1794,10
OI00068012,ORD0035153,3,P01314,4,1340,10
OI00068013,ORD0035153,4,P01730,1,8096,0
OI00068014,ORD0035154,1,P02447,2,160930,0
OI00068015,ORD0035154,2,P02973,4,1564,0
OI00068016,ORD0035155,1,P02088,1,12899,10
OI00068017,ORD0035156,1,P00545,1,723,0
OI00068018,ORD0035156,2,P03548,1,1742,10
OI00068019,ORD0035156,3,P01670,4,157182,0
OI00068020,ORD0035156,4,P01763,1,10208,0
OI00068021,ORD0035156,5,P00983,1,13582,0
OI00068022,ORD0035157,1,P02691,2,25922,10
OI00068023,ORD0035158,1,P04276,5,5042,15
OI00068024,ORD0035159,1,P02917,1,97797,10
OI00068025,ORD0035159,2,P02120,1,1660,0
OI00068026,ORD0035159,3,P03159,1,14413,5
OI00068027,ORD0035160,1,P03210,3,21898,15
OI00068028,ORD0035161,1,P03219,3,9914,5
OI00068029,ORD0035162,1,P02494,2,4193,5
OI00068030,ORD0035163,1,P01148,2,108971,0
OI00068031,ORD0035163,2,P01549,3,276,0
OI00068032,ORD0035164,1,P02700,2,1431,5
OI00068033,ORD0035165,1,P00847,2,1322,10
OI00068034,ORD0035165,2,P01478,1,58506,5
OI00068035,ORD0035166,1,P04563,3,1072,0
OI00068036,ORD0035167,1,P01565,1,223,0
OI00068037,ORD0035167,2,P00169,3,156638,5
OI00068038,ORD0035167,3,P00067,1,157103,0
OI00068039,ORD0035168,1,P00577,1,9475,0
OI00068040,ORD0035168,2,P04918,4,105291,0
OI00068041,ORD0035168,3,P01928,1,174714,0
OI00068042,ORD0035169,1,P01839,2,10440,10
OI00068043,ORD0035170,1,P04583,2,7228,5
OI00068044,ORD0035171,1,P01931,1,151955,0
OI00068045,ORD0035171,2,P03894,3,153412,0
OI00068046,ORD0035172,1,P00675,1,1420,15
OI00068047,ORD0035172,2,P03437,1,195074,0
OI00068048,ORD0035173,1,P00706,3,1855,0
OI00068049,ORD0035174,1,P02647,1,10829,0
OI00068050,ORD0035175,1,P01509,2,190734,0
OI00068051,ORD0035176,1,P04010,4,12259,5
OI00068052,ORD0035176,2,P04312,5,819,0
OI00068053,ORD0035177,1,P04854,2,1733,5
OI00068054,ORD0035177,2,P00369,1,342,0
OI00068055,ORD0035178,1,P00887,1,114512,0
OI00068056,ORD0035179,1,P04830,1,1497,10
OI00068057,ORD0035179,2,P01369,1,1115,5
OI00068058,ORD0035179,3,P03416,2,1679,5
OI00068059,ORD0035180,1,P00468,1,1213,5
OI00068060,ORD0035181,1,P03802,1,116411,0
OI00068061,ORD0035182,1,P03287,3,1301,0
OI00068062,ORD0035183,1,P00930,5,1013,0
OI00068063,ORD0035183,2,P02756,5,1812,10
OI00068064,ORD0035184,1,P04978,2,5118,0
OI00068065,ORD0035184,2,P00942,2,8969,0
OI00068066,ORD0035184,3,P01014,1,42769,0
OI00068067,ORD0035184,4,P02683,1,3036,0
OI00068068,ORD0035185,1,P01232,3,328,10
OI00068069,ORD0035185,2,P03070,3,152485,10
OI00068070,ORD0035185,3,P02950,1,145755,0
OI00068071,ORD0035186,1,P04462,2,169,0
OI00068072,ORD0035186,2,P01538,1,162699,0
OI00068073,ORD0035187,1,P03800,1,1865,15
OI00068074,ORD0035188,1,P02247,2,136366,0
OI00068075,ORD0035189,1,P02107,1,42,10
OI00068076,ORD0035189,2,P04869,1,976,10
OI00068077,ORD0035189,3,P03582,4,11395,5
OI00068078,ORD0035190,1,P02823,4,124420,5
OI00068079,ORD0035190,2,P04505,2,10272,0
OI00068080,ORD0035191,1,P03106,1,632,0
OI00068081,ORD0035191,2,P03958,5,69807,0
OI00068082,ORD0035191,3,P00495,2,286,0
OI00068083,ORD0035192,1,P00280,2,5871,0
OI00068084,ORD0035192,2,P02361,3,24359,5
OI00068085,ORD0035192,3,P00264,1,13082,5
OI00068086,ORD0035192,4,P03058,3,187731,20
OI00068087,ORD0035193,1,P03323,3,93164,0
OI00068088,ORD0035194,1,P01927,1,195171,15
OI00068089,ORD0035194,2,P03899,2,152650,0
OI00068090,ORD0035195,1,P04065,1,14133,0
OI00068091,ORD0035195,2,P00323,3,14307,0
OI00068092,ORD0035196,1,P00217,1,45458,0
OI00068093,ORD0035197,1,P01437,2,4702,15
OI00068094,ORD0035197,2,P03734,4,1580,15
OI00068095,ORD0035198,1,P04674,1,676,5
OI00068096,ORD0035198,2,P04530,1,124718,0
OI00068097,ORD0035198,3,P02539,1,1261,0
OI00068098,ORD0035198,4,P03348,1,496,0
OI00068099,ORD0035198,5,P01199,2,1367,0
OI00068100,ORD0035199,1,P02313,5,119205,5
OI00068101,ORD0035199,2,P02825,1,65559,0
OI00068102,ORD0035199,3,P04672,1,6616,0
OI00068103,ORD0035199,4,P00302,2,156093,0
OI00068104,ORD0035199,5,P00166,2,2672,0
OI00068105,ORD0035200,1,P02895,3,1453,0
OI00068106,ORD0035200,2,P00404,2,11480,10
OI00068107,ORD0035201,1,P02766,3,125070,0
OI00068108,ORD0035202,1,P01684,1,29017,0
OI00068109,ORD0035202,2,P04384,1,1295,5
OI00068110,ORD0035203,1,P01078,2,139972,10
OI00068111,ORD0035204,1,P01481,2,5476,10
OI00068112,ORD0035205,1,P00045,1,58869,0
OI00068113,ORD0035205,2,P04037,1,8641,10
OI00068114,ORD0035206,1,P00347,2,1214,0
OI00068115,ORD0035207,1,P01651,2,82321,10
OI00068116,ORD0035207,2,P02874,1,12049,25
OI00068117,ORD0035208,1,P01441,1,979,0
OI00068118,ORD0035209,1,P04422,1,14958,0
OI00068119,ORD0035209,2,P01231,2,195013,0
OI00068120,ORD0035209,3,P03105,4,113642,15
OI00068121,ORD0035209,4,P01030,1,1327,0
OI00068122,ORD0035209,5,P02889,1,12985,10
OI00068123,ORD0035210,1,P02489,2,1295,10
OI00068124,ORD0035210,2,P04812,1,23734,10
OI00068125,ORD0035210,3,P02399,1,165874,15
OI00068126,ORD0035210,4,P02686,1,10578,10
OI00068127,ORD0035210,5,P02871,1,363,10
OI00068128,ORD0035211,1,P02231,5,14985,20
OI00068129,ORD0035212,1,P01530,5,152,15
OI00068130,ORD0035213,1,P00829,2,14300,10
OI00068131,ORD0035214,1,P03285,1,64851,0
OI00068132,ORD0035214,2,P01235,2,3858,0
OI00068133,ORD0035215,1,P03373,2,646,0
OI00068134,ORD0035215,2,P00647,1,1801,20
OI00068135,ORD0035216,1,P03057,2,662,15
OI00068136,ORD0035217,1,P02229,1,1499,0
OI00068137,ORD0035217,2,P02064,1,5997,5
OI00068138,ORD0035218,1,P03956,1,11755,0
OI00068139,ORD0035218,2,P00301,2,328,0
OI00068140,ORD0035219,1,P03227,2,81693,25
OI00068141,ORD0035220,1,P00293,2,13026,0
OI00068142,ORD0035220,2,P03637,1,19266,25
OI00068143,ORD0035221,1,P04001,1,746,10
OI00068144,ORD0035221,2,P03164,1,990,0
OI00068145,ORD0035221,3,P02055,2,50573,15
OI00068146,ORD0035222,1,P02834,3,495,0
OI00068147,ORD0035222,2,P00172,2,808,0
OI00068148,ORD0035223,1,P00687,1,13986,0
OI00068149,ORD0035224,1,P02058,1,179165,0
OI00068150,ORD0035224,2,P01569,3,179319,5
OI00068151,ORD0035225,1,P03709,1,188522,15
OI00068152,ORD0035225,2,P01881,2,2063,10
OI00068153,ORD0035225,3,P04724,1,259,0
OI00068154,ORD0035225,4,P00677,2,11094,0
OI00068155,ORD0035226,1,P01475,3,36074,0
OI00068156,ORD0035226,2,P03578,4,77711,0
OI00068157,ORD0035226,3,P03823,1,50072,15
OI00068158,ORD0035227,1,P00855,2,67302,0
OI00068159,ORD0035227,2,P00244,1,1607,15
OI00068160,ORD0035228,1,P01675,2,5105,5
OI00068161,ORD0035228,2,P01655,2,7966,5
OI00068162,ORD0035229,1,P01303,1,1398,15
OI00068163,ORD0035229,2,P03472,1,540,15
OI00068164,ORD0035230,1,P00612,3,11651,0
OI00068165,ORD0035230,2,P00140,1,1613,0
OI00068166,ORD0035230,3,P01910,5,1894,0
OI00068167,ORD0035231,1,P04356,2,1584,15
OI00068168,ORD0035231,2,P03405,1,12006,0
OI00068169,ORD0035231,3,P04952,2,1453,0
OI00068170,ORD0035232,1,P03329,1,70266,0
OI00068171,ORD0035232,2,P00704,1,483,15
OI00068172,ORD0035232,3,P02180,2,20336,5
OI00068173,ORD0035233,1,P00724,1,1987,10
OI00068174,ORD0035234,1,P04579,3,15708,0
OI00068175,ORD0035235,1,P00651,2,168583,5
OI00068176,ORD0035236,1,P02165,3,513,0
OI00068177,ORD0035236,2,P00436,1,11013,10
OI00068178,ORD0035236,3,P02539,2,1261,0
OI00068179,ORD0035236,4,P01883,1,1417,10
OI00068180,ORD0035237,1,P04546,1,9441,5
OI00068181,ORD0035238,1,P04382,2,67404,0
OI00068182,ORD0035239,1,P01843,2,2285,0
OI00068183,ORD0035240,1,P02228,3,233,0
OI00068184,ORD0035240,2,P00239,1,51,0
OI00068185,ORD0035240,3,P00795,1,1459,0
OI00068186,ORD0035241,1,P01806,1,873,0
OI00068187,ORD0035241,2,P02018,3,199258,0
OI00068188,ORD0035242,1,P04625,2,1800,5
OI00068189,ORD0035243,1,P03785,1,2382,0
OI00068190,ORD0035244,1,P04927,1,5297,25
OI00068191,ORD0035244,2,P01762,2,173158,5
OI00068192,ORD0035245,1,P00437,2,913,10
OI00068193,ORD0035245,2,P02080,3,30325,20
OI00068194,ORD0035246,1,P03508,1,1190,10
OI00068195,ORD0035247,1,P01834,3,1425,10
OI00068196,ORD0035247,2,P02786,1,33443,0
OI00068197,ORD0035247,3,P02059,1,1410,20
OI00068198,ORD0035248,1,P02846,4,1693,0
OI00068199,ORD0035248,2,P04542,1,1861,5
OI00068200,ORD0035249,1,P04758,1,191821,10
OI00068201,ORD0035249,2,P03303,1,7201,5
OI00068202,ORD0035250,1,P02642,1,1546,0
OI00068203,ORD0035251,1,P03542,1,142875,5
OI00068204,ORD0035251,2,P02778,3,73570,0
OI00068205,ORD0035252,1,P03722,2,24114,15
OI00068206,ORD0035253,1,P03386,3,1808,10
OI00068207,ORD0035254,1,P01783,1,115317,0
OI00068208,ORD0035255,1,P03969,2,619,15
OI00068209,ORD0035255,2,P01518,2,120157,15
OI00068210,ORD0035255,3,P03309,4,1150,15
OI00068211,ORD0035255,4,P01194,1,5365,0
OI00068212,ORD0035255,5,P00686,3,1722,5
OI00068213,ORD0035256,1,P00695,3,238,5
OI00068214,ORD0035256,2,P04346,1,482,0
OI00068215,ORD0035256,3,P00637,2,53,20
OI00068216,ORD0035256,4,P04473,3,101490,10
OI00068217,ORD0035256,5,P03205,4,6357,0
OI00068218,ORD0035257,1,P04447,1,743,10
OI00068219,ORD0035258,1,P03641,1,110641,0
OI00068220,ORD0035258,2,P03189,3,12617,0
OI00068221,ORD0035259,1,P02112,5,14555,5
OI00068222,ORD0035260,1,P02581,5,91646,5
OI00068223,ORD0035260,2,P02133,2,875,5
OI00068224,ORD0035260,3,P00082,2,1365,5
OI00068225,ORD0035260,4,P03715,1,170588,0
OI00068226,ORD0035261,1,P03299,3,104923,5
OI00068227,ORD0035261,2,P00311,1,39098,0
OI00068228,ORD0035262,1,P02909,1,14506,15
OI00068229,ORD0035263,1,P03700,1,13065,0
OI00068230,ORD0035264,1,P04658,3,168052,0
OI00068231,ORD0035264,2,P04168,1,1010,20
OI00068232,ORD0035265,1,P01971,3,14429,0
OI00068233,ORD0035265,2,P04503,1,3166,0
OI00068234,ORD0035266,1,P03044,5,72436,5
OI00068235,ORD0035266,2,P02021,3,1035,0
OI00068236,ORD0035267,1,P02113,2,118234,0
OI00068237,ORD0035268,1,P04701,2,40494,0
OI00068238,ORD0035269,1,P00760,1,818,0
OI00068239,ORD0035270,1,P04879,3,1528,0
OI00068240,ORD0035271,1,P03334,1,702,5
OI00068241,ORD0035272,1,P04859,1,1125,10
OI00068242,ORD0035272,2,P01897,2,90217,0
OI00068243,ORD0035273,1,P02155,5,5646,10
OI00068244,ORD0035273,2,P02326,3,171553,0
OI00068245,ORD0035273,3,P02781,1,2197,25
OI00068246,ORD0035274,1,P02225,1,955,15
OI00068247,ORD0035274,2,P03052,2,5747,5
OI00068248,ORD0035275,1,P01975,1,1204,5
OI00068249,ORD0035276,1,P00757,2,178407,5
OI00068250,ORD0035276,2,P02677,1,1627,0
OI00068251,ORD0035276,3,P00002,2,14690,0
OI00068252,ORD0035277,1,P01913,1,22118,10
OI00068253,ORD0035278,1,P04867,5,1235,0
OI00068254,ORD0035279,1,P00859,2,12211,25
OI00068255,ORD0035280,1,P02913,1,11939,0
OI00068256,ORD0035281,1,P00465,3,457,20
OI00068257,ORD0035281,2,P01930,1,1080,15
OI00068258,ORD0035281,3,P01466,1,162767,15
OI00068259,ORD0035282,1,P02274,1,14040,20
OI00068260,ORD0035283,1,P01577,1,172299,0
OI00068261,ORD0035283,2,P01099,1,168949,0
OI00068262,ORD0035283,3,P04011,4,108595,10
OI00068263,ORD0035283,4,P01793,5,10763,20
OI00068264,ORD0035284,1,P00373,2,772,0
OI00068265,ORD0035285,1,P00405,1,145940,5
OI00068266,ORD0035286,1,P00293,1,13026,0
OI00068267,ORD0035287,1,P04124,1,1352,0
OI00068268,ORD0035288,1,P04903,3,14119,0
OI00068269,ORD0035288,2,P04275,4,1833,0
OI00068270,ORD0035288,3,P00924,2,1031,10
OI00068271,ORD0035288,4,P03162,1,1566,5
OI00068272,ORD0035288,5,P04249,2,21057,0
OI00068273,ORD0035289,1,P00279,2,175,5
OI00068274,ORD0035290,1,P01875,1,140128,20
OI00068275,ORD0035291,1,P02516,2,66903,10
OI00068276,ORD0035292,1,P00633,3,748,0
OI00068277,ORD0035292,2,P00170,3,587,0
OI00068278,ORD0035292,3,P04653,2,13028,15
OI00068279,ORD0035293,1,P02565,1,132975,0
OI00068280,ORD0035293,2,P01200,3,508,0
OI00068281,ORD0035294,1,P01623,4,8068,0
OI00068282,ORD0035294,2,P00433,1,1455,20
OI00068283,ORD0035295,1,P00394,1,222,0
OI00068284,ORD0035296,1,P04589,3,5162,0
OI00068285,ORD0035297,1,P02411,2,214,15
OI00068286,ORD0035298,1,P00356,2,67009,5
OI00068287,ORD0035298,2,P00472,2,122969,15
OI00068288,ORD0035298,3,P02394,4,1612,0
OI00068289,ORD0035298,4,P00745,1,1051,0
OI00068290,ORD0035298,5,P03920,2,7771,0
OI00068291,ORD0035299,1,P00957,3,179596,0
